po_id,po_item,material_id,quantity,unit_price,delivery_date,plant
PO000456,2,MAT00251,236,498.07,2023-03-31,PL03
PO000457,1,MAT00142,65,456.58,2023-02-17,PL01
PO000457,2,MAT00060,336,376.37,2023-02-11,PL01
PO000458,1,MAT00150,156,152.77,2023-10-14,PL01
PO000458,2,MAT00221,54,381.71,2023-10-11,PL03
PO000458,3,MAT00378,27,528.03,2023-09-21,PL02
PO000459,1,MAT00383,500,592.85,2024-01-09,PL03
PO000459,2,MAT00042,436,141.2,2024-01-04,PL03
PO000459,3,MAT00245,326,585.64,2023-12-24,PL01
PO000460,1,MAT00131,301,58.17,2024-11-01,PL03
PO000461,1,MAT00324,317,355.03,2023-05-06,PL01
PO000462,1,MAT00343,456,567.49,2024-02-18,PL01
PO000463,1,MAT00085,367,580.54,2024-03-07,PL02
PO000463,2,MAT00102,26,225.03,2024-02-26,PL01
PO000463,3,MAT00118,81,139.12,2024-03-12,PL02
PO000464,1,MAT00090,473,399.62,2024-06-18,PL01
PO000464,2,MAT00176,187,637.84,2024-06-07,PL03
PO000464,3,MAT00006,388,401.18,2024-05-27,PL03
PO000465,1,MAT00319,380,34.8,2024-05-11,PL02
PO000465,2,MAT00306,269,152.61,2024-05-21,PL02
PO000466,1,MAT00028,20,605.86,2024-05-09,PL01
PO000467,1,MAT00320,402,250.18,2024-07-28,PL02
PO000467,2,MAT00076,69,289.17,2024-08-12,PL02
PO000468,1,MAT00088,131,156.97,2024-01-10,PL01
PO000469,1,MAT00124,457,470.13,2024-07-09,PL01
PO000470,1,MAT00342,170,232.49,2024-04-19,PL01
PO000471,1,MAT00340,72,429.53,2024-09-19,PL02
PO000471,2,MAT00258,371,480.01,2024-09-28,PL01
PO000471,3,MAT00040,492,243.57,2024-10-04,PL02
PO000472,1,MAT00388,63,42.67,2023-12-11,PL03
PO000472,2,MAT00336,50,138.68,2023-12-02,PL03
PO000472,3,MAT00039,389,363.0,2023-12-01,PL02
PO000473,1,MAT00058,401,299.32,2023-09-06,PL01
PO000473,2,MAT00084,148,186.46,2023-09-15,PL02
PO000473,3,MAT00215,152,556.64,2023-09-15,PL02
PO000474,1,MAT00324,115,251.53,2024-02-24,PL02
PO000475,1,MAT00012,489,24.69,2023-02-26,PL02
PO000475,2,MAT00220,397,25.56,2023-03-02,PL03
PO000476,1,MAT00283,208,619.49,2023-03-26,PL02
PO000476,2,MAT00226,303,469.74,2023-03-29,PL03
PO000476,3,MAT00269,391,645.26,2023-03-12,PL01
PO000477,1,MAT00389,161,224.7,2023-04-15,PL01
PO000477,2,MAT00358,325,184.08,2023-04-11,PL03
PO000477,3,MAT00331,138,510.32,2023-04-28,PL03
PO000478,1,MAT00110,348,214.08,2023-01-26,PL01
PO000478,2,MAT00118,237,305.07,2023-02-01,PL01
PO000478,3,MAT00358,248,31.76,2023-01-29,PL02
PO000479,1,MAT00142,219,45.61,2024-10-22,PL02
PO000480,1,MAT00302,142,565.93,2024-04-05,PL01
PO000480,2,MAT00141,456,404.72,2024-04-02,PL01
PO000481,1,MAT00210,306,211.73,2023-07-30,PL03
PO000481,2,MAT00043,497,466.74,2023-07-21,PL02
PO000482,1,MAT00103,130,232.53,2024-07-14,PL03
PO000482,2,MAT00078,271,57.72,2024-07-18,PL02
PO000482,3,MAT00351,46,420.09,2024-07-21,PL01
PO000483,1,MAT00315,218,584.13,2024-09-29,PL02
PO000483,2,MAT00117,92,244.45,2024-09-27,PL01
PO000484,1,MAT00147,271,467.52,2024-10-13,PL03
PO000484,2,MAT00088,203,541.33,2024-09-21,PL03
PO000485,1,MAT00228,500,608.6,2024-11-07,PL03
PO000486,1,MAT00400,290,479.2,2024-06-21,PL03
PO000486,2,MAT00297,72,552.16,2024-06-20,PL01
PO000486,3,MAT00122,320,311.24,2024-06-20,PL03
PO000487,1,MAT00134,438,377.31,2024-04-08,PL02
PO000488,1,MAT00349,69,452.95,2023-09-13,PL03
PO000488,2,MAT00247,50,233.97,2023-09-15,PL01
PO000488,3,MAT00102,319,155.88,2023-09-24,PL02
PO000489,1,MAT00124,355,383.41,2024-07-13,PL03
PO000489,2,MAT00212,184,209.49,2024-07-11,PL02
PO000490,1,MAT00123,470,123.51,2024-08-31,PL01
PO000491,1,MAT00274,374,605.14,2024-04-01,PL01
PO000491,2,MAT00052,436,284.97,2024-03-31,PL01
PO000491,3,MAT00305,273,564.54,2024-03-21,PL02
PO000492,1,MAT00343,374,196.36,2024-03-02,PL02
PO000493,1,MAT00197,496,296.19,2023-04-04,PL03
PO000493,2,MAT00091,158,494.42,2023-04-13,PL01
PO000494,1,MAT00067,313,245.46,2023-06-30,PL02
PO000494,2,MAT00203,270,471.87,2023-06-18,PL01
PO000494,3,MAT00102,34,370.17,2023-06-26,PL03
PO000495,1,MAT00071,498,99.93,2023-12-25,PL03
PO000496,1,MAT00201,170,71.86,2024-06-29,PL01
PO000496,2,MAT00268,150,320.42,2024-06-27,PL01
PO000496,3,MAT00113,320,491.73,2024-06-27,PL03
PO000497,1,MAT00365,396,116.4,2023-05-03,PL01
PO000497,2,MAT00235,260,542.47,2023-04-14,PL02
PO000497,3,MAT00243,492,616.54,2023-04-27,PL03
PO000498,1,MAT00114,376,461.46,2024-04-17,PL02
PO000499,1,MAT00388,152,477.71,2023-10-05,PL02
PO000500,1,MAT00038,382,55.73,2023-04-01,PL03
PO000501,1,MAT00206,354,506.86,2024-05-06,PL03
PO000501,2,MAT00191,231,72.48,2024-05-06,PL03
PO000501,3,MAT00298,440,366.35,2024-05-04,PL01
PO000502,1,MAT00373,354,133.63,2023-06-10,PL01
PO000503,1,MAT00305,335,570.3,2024-06-13,PL03
PO000504,1,MAT00364,322,141.89,2024-03-30,PL01
PO000504,2,MAT00240,224,449.68,2024-04-13,PL02
PO000504,3,MAT00037,333,382.86,2024-04-14,PL02
PO000505,1,MAT00347,459,200.66,2024-05-22,PL02
PO000506,1,MAT00018,288,316.78,2024-10-15,PL01
PO000506,2,MAT00350,224,630.33,2024-10-22,PL01
PO000507,1,MAT00362,348,80.89,2023-07-27,PL02
PO000507,2,MAT00244,440,524.63,2023-07-20,PL03
PO000508,1,MAT00052,120,579.26,2023-03-01,PL02
PO000508,2,MAT00107,143,441.34,2023-02-17,PL02
PO000508,3,MAT00354,214,175.37,2023-02-05,PL02
PO000509,1,MAT00372,167,295.38,2023-12-26,PL03
PO000510,1,MAT00046,322,219.66,2024-10-26,PL03
PO000510,2,MAT00029,20,618.08,2024-10-07,PL02
PO000510,3,MAT00007,56,509.04,2024-10-17,PL02
PO000511,1,MAT00076,275,143.12,2024-08-11,PL01
PO000512,1,MAT00160,450,468.84,2023-06-24,PL01
PO000512,2,MAT00247,120,362.99,2023-06-22,PL01
PO000513,1,MAT00375,31,108.76,2024-06-11,PL01
PO000513,2,MAT00398,27,182.92,2024-06-05,PL02
PO000514,1,MAT00051,47,331.9,2023-10-31,PL03
PO000515,1,MAT00122,109,541.8,2023-04-22,PL02
PO000515,2,MAT00002,164,183.94,2023-04-19,PL01
PO000516,1,MAT00331,123,628.74,2024-02-12,PL02
PO000517,1,MAT00372,205,19.05,2025-01-09,PL03
PO000518,1,MAT00201,124,379.0,2024-07-18,PL02
PO000518,2,MAT00144,199,314.11,2024-07-21,PL03
PO000519,1,MAT00063,58,368.09,2023-06-08,PL02
PO000520,1,MAT00218,277,472.19,2024-03-11,PL01
PO000520,2,MAT00126,139,272.41,2024-03-16,PL02
PO000521,1,MAT00057,218,567.46,2023-12-09,PL03
PO000521,2,MAT00042,289,328.88,2023-12-21,PL01
PO000521,3,MAT00302,372,318.08,2023-12-18,PL03
PO000522,1,MAT00186,75,493.92,2024-03-21,PL03
PO000522,2,MAT00251,111,288.94,2024-03-19,PL01
PO000523,1,MAT00040,259,97.79,2023-07-16,PL02
PO000523,2,MAT00160,161,83.49,2023-07-08,PL03
PO000523,3,MAT00143,324,579.09,2023-07-17,PL03
PO000524,1,MAT00076,421,402.19,2023-11-21,PL02
PO000525,1,MAT00214,484,487.42,2024-04-27,PL01
PO000525,2,MAT00020,172,275.27,2024-04-27,PL02
PO000526,1,MAT00064,365,68.25,2023-12-05,PL02
PO000527,1,MAT00151,44,232.99,2024-10-23,PL01
PO000528,1,MAT00088,309,476.23,2023-08-02,PL03
PO000528,2,MAT00372,297,355.33,2023-08-12,PL01
PO000529,1,MAT00397,101,176.81,2023-04-24,PL01
PO000529,2,MAT00243,304,503.61,2023-05-09,PL03
PO000530,1,MAT00034,120,66.64,2023-09-02,PL03
PO000531,1,MAT00029,175,57.94,2023-06-24,PL01
PO000532,1,MAT00006,266,495.92,2024-11-23,PL03
PO000532,2,MAT00315,406,255.51,2024-12-01,PL02
PO000533,1,MAT00102,441,145.32,2024-07-07,PL03
PO000533,2,MAT00017,436,186.31,2024-07-06,PL02
PO000533,3,MAT00171,296,291.54,2024-07-24,PL02
PO000534,1,MAT00145,343,231.53,2024-12-07,PL02
PO000534,2,MAT00179,447,307.22,2024-12-28,PL02
PO000535,1,MAT00096,458,648.65,2024-03-21,PL02
PO000535,2,MAT00300,487,487.98,2024-03-15,PL01
PO000535,3,MAT00083,279,133.12,2024-04-02,PL02
PO000536,1,MAT00056,481,16.34,2024-01-26,PL01
PO000536,2,MAT00342,341,184.52,2024-02-02,PL02
PO000536,3,MAT00308,32,647.26,2024-02-09,PL02
PO000537,1,MAT00044,431,27.53,2023-11-04,PL02
PO000537,2,MAT00350,98,311.95,2023-11-02,PL03
PO000537,3,MAT00210,199,26.51,2023-11-04,PL01
PO000538,1,MAT00244,38,292.65,2023-04-22,PL01
PO000539,1,MAT00123,345,402.19,2024-07-16,PL02
PO000540,1,MAT00349,274,17.1,2024-09-18,PL02
PO000540,2,MAT00219,43,131.87,2024-09-21,PL03
PO000541,1,MAT00102,151,398.68,2023-04-23,PL03
PO000542,1,MAT00181,169,183.76,2024-10-28,PL01
PO000543,1,MAT00221,299,605.24,2024-08-11,PL01
PO000544,1,MAT00159,20,500.24,2023-08-09,PL01
PO000544,2,MAT00109,245,60.18,2023-08-07,PL01
PO000544,3,MAT00243,392,493.24,2023-07-19,PL02
PO000545,1,MAT00095,81,370.76,2025-01-10,PL01
PO000545,2,MAT00326,462,135.9,2025-01-06,PL02
PO000546,1,MAT00097,196,231.97,2023-04-30,PL03
PO000546,2,MAT00336,28,617.69,2023-04-28,PL02
PO000546,3,MAT00099,369,286.53,2023-04-30,PL03
PO000547,1,MAT00023,292,540.77,2024-01-16,PL02
PO000547,2,MAT00355,142,148.12,2023-12-30,PL01
PO000547,3,MAT00088,253,97.76,2024-01-09,PL02
PO000548,1,MAT00182,175,458.23,2024-11-30,PL02
PO000549,1,MAT00005,341,587.71,2024-03-17,PL02
PO000549,2,MAT00381,249,359.03,2024-04-05,PL01
PO000550,1,MAT00359,384,264.37,2024-09-11,PL02
PO000550,2,MAT00299,257,443.63,2024-09-13,PL01
PO000551,1,MAT00391,498,378.75,2024-03-30,PL01
PO000551,2,MAT00232,482,200.97,2024-03-31,PL03
PO000552,1,MAT00141,56,206.55,2023-06-12,PL01
PO000553,1,MAT00026,347,102.69,2024-02-20,PL02
PO000554,1,MAT00179,233,65.89,2023-07-21,PL01
PO000555,1,MAT00064,251,360.99,2024-05-20,PL03
PO000556,1,MAT00346,371,163.84,2024-11-23,PL02
PO000556,2,MAT00138,400,608.44,2024-12-02,PL02
PO000557,1,MAT00137,187,321.49,2024-10-01,PL03
PO000558,1,MAT00307,198,240.58,2024-10-06,PL01
PO000559,1,MAT00017,106,36.41,2024-11-06,PL02
PO000559,2,MAT00028,206,427.9,2024-11-10,PL01
PO000560,1,MAT00175,27,175.57,2024-02-19,PL01
PO000560,2,MAT00129,359,340.14,2024-02-09,PL02
PO000561,1,MAT00061,451,267.67,2025-01-02,PL01
PO000561,2,MAT00117,75,376.95,2024-12-20,PL03
PO000561,3,MAT00016,258,427.75,2024-12-29,PL02
PO000562,1,MAT00037,334,82.45,2023-12-07,PL02
PO000562,2,MAT00246,374,223.11,2023-11-29,PL02
PO000562,3,MAT00234,227,349.36,2023-11-24,PL03
PO000563,1,MAT00064,312,173.53,2023-01-29,PL03
PO000563,2,MAT00137,34,306.38,2023-01-14,PL01
PO000563,3,MAT00054,197,40.15,2023-02-01,PL03
PO000564,1,MAT00273,402,533.91,2024-04-02,PL02
PO000564,2,MAT00399,192,275.75,2024-03-30,PL02
PO000565,1,MAT00176,28,349.07,2024-09-19,PL01
PO000565,2,MAT00134,99,61.96,2024-09-10,PL01
PO000565,3,MAT00019,382,100.86,2024-09-22,PL02
PO000566,1,MAT00305,362,404.27,2023-11-06,PL03
PO000566,2,MAT00049,49,217.67,2023-10-15,PL01
PO000567,1,MAT00154,182,603.42,2024-07-06,PL02
PO000568,1,MAT00201,496,487.42,2024-04-05,PL03
PO000569,1,MAT00249,143,646.74,2023-05-24,PL03
PO000569,2,MAT00182,201,376.08,2023-05-11,PL02
PO000569,3,MAT00150,266,439.06,2023-05-24,PL02
PO000570,1,MAT00226,410,274.0,2023-01-15,PL02
PO000571,1,MAT00342,172,70.37,2024-09-17,PL01
PO000571,2,MAT00379,323,192.79,2024-10-02,PL03
PO000571,3,MAT00364,287,257.76,2024-09-27,PL01
PO000572,1,MAT00061,265,143.23,2024-04-27,PL01
PO000572,2,MAT00071,216,28.72,2024-04-23,PL01
PO000572,3,MAT00011,52,141.25,2024-04-21,PL02
PO000573,1,MAT00285,25,108.09,2023-12-12,PL01
PO000573,2,MAT00026,222,647.32,2023-11-24,PL02
PO000574,1,MAT00285,203,397.77,2024-01-28,PL01
PO000575,1,MAT00129,302,193.76,2024-02-20,PL03
PO000576,1,MAT00161,471,392.72,2024-01-11,PL02
PO000576,2,MAT00315,125,559.51,2024-01-16,PL02
PO000577,1,MAT00067,282,540.77,2023-07-30,PL02
PO000578,1,MAT00372,224,271.41,2024-02-22,PL01
PO000578,2,MAT00305,322,405.99,2024-02-04,PL03
PO000579,1,MAT00057,301,409.57,2023-12-25,PL01
PO000580,1,MAT00100,209,362.42,2024-09-18,PL01
PO000580,2,MAT00307,251,609.64,2024-09-18,PL02
PO000580,3,MAT00282,115,378.82,2024-09-26,PL01
PO000581,1,MAT00306,338,79.36,2023-07-25,PL02
PO000581,2,MAT00334,456,598.74,2023-07-11,PL01
PO000581,3,MAT00133,246,471.55,2023-07-08,PL01
PO000582,1,MAT00275,453,341.69,2023-02-23,PL02
PO000582,2,MAT00171,500,174.94,2023-03-02,PL03
PO000583,1,MAT00023,40,196.08,2024-04-11,PL03
PO000583,2,MAT00249,214,468.07,2024-04-15,PL03
PO000583,3,MAT00389,413,87.64,2024-04-03,PL02
PO000584,1,MAT00195,82,594.13,2024-02-10,PL02
PO000584,2,MAT00374,59,219.88,2024-02-07,PL01
PO000585,1,MAT00340,161,450.46,2023-09-23,PL02
PO000585,2,MAT00266,399,97.89,2023-09-29,PL02
PO000586,1,MAT00348,91,372.42,2025-01-14,PL02
PO000586,2,MAT00070,89,485.48,2025-01-27,PL01
PO000586,3,MAT00377,449,254.67,2025-01-25,PL01
PO000587,1,MAT00118,16,174.55,2024-09-17,PL03
PO000587,2,MAT00231,326,585.8,2024-09-05,PL03
PO000587,3,MAT00136,277,248.34,2024-09-09,PL03
PO000588,1,MAT00343,17,437.33,2023-07-06,PL02
PO000588,2,MAT00289,115,152.01,2023-07-12,PL03
PO000589,1,MAT00023,477,418.0,2024-01-06,PL03
PO000589,2,MAT00009,196,434.44,2024-01-18,PL03
PO000589,3,MAT00056,269,51.14,2024-01-23,PL03
PO000590,1,MAT00382,135,172.4,2024-04-30,PL01
PO000591,1,MAT00075,30,636.76,2024-12-20,PL03
PO000592,1,MAT00259,473,587.81,2023-08-04,PL02
PO000593,1,MAT00194,254,306.06,2023-09-13,PL01
PO000593,2,MAT00333,110,315.07,2023-09-10,PL01
PO000593,3,MAT00252,61,356.2,2023-09-02,PL03
PO000594,1,MAT00359,450,589.0,2024-09-02,PL02
PO000594,2,MAT00205,408,420.57,2024-08-28,PL03
PO000595,1,MAT00247,138,492.43,2024-10-15,PL02
PO000596,1,MAT00277,497,422.27,2024-06-16,PL03
PO000596,2,MAT00069,150,443.17,2024-06-24,PL02
PO000597,1,MAT00030,467,633.54,2023-07-26,PL02
PO000597,2,MAT00008,43,496.2,2023-08-01,PL02
PO000598,1,MAT00109,431,125.26,2024-01-15,PL01
PO000598,2,MAT00324,167,330.14,2024-01-01,PL03
PO000598,3,MAT00034,360,200.64,2024-01-10,PL01
PO000599,1,MAT00119,412,118.28,2023-06-20,PL03
PO000599,2,MAT00267,499,339.57,2023-06-30,PL03
PO000600,1,MAT00169,488,557.7,2023-09-06,PL02
PO000600,2,MAT00336,84,204.6,2023-09-20,PL02
