gr_id,po_id,po_item,material_id,quantity_received,gr_date,plant,warehouse
GR000796,PO000522,1,MAT00186,75,2024-03-21,PL03,WH03
GR000797,PO000522,2,MAT00251,111,2024-03-22,PL01,WH08
GR000798,PO000523,1,MAT00040,259,2023-07-19,PL02,WH01
GR000799,PO000523,2,MAT00160,161,2023-07-10,PL03,WH06
GR000800,PO000523,3,MAT00143,324,2023-07-18,PL03,WH03
GR000801,PO000524,1,MAT00076,421,2023-11-23,PL02,WH08
GR000802,PO000525,1,MAT00214,484,2024-04-30,PL01,WH01
GR000803,PO000525,2,MAT00020,172,2024-04-27,PL02,WH01
GR000804,PO000526,1,MAT00064,365,2023-12-05,PL02,WH01
GR000805,PO000527,1,MAT00151,44,2024-10-25,PL01,WH01
GR000806,PO000528,1,MAT00088,309,2023-08-05,PL03,WH05
GR000807,PO000528,2,MAT00372,297,2023-08-12,PL01,WH03
GR000808,PO000529,1,MAT00397,101,2023-04-27,PL01,WH06
GR000809,PO000529,2,MAT00243,304,2023-05-11,PL03,WH08
GR000810,PO000530,1,MAT00034,120,2023-09-03,PL03,WH03
GR000811,PO000531,1,MAT00029,175,2023-06-27,PL01,WH07
GR000812,PO000532,1,MAT00006,266,2024-11-26,PL03,WH07
GR000813,PO000532,2,MAT00315,406,2024-12-03,PL02,WH06
GR000814,PO000535,1,MAT00096,458,2024-03-23,PL02,WH03
GR000815,PO000535,2,MAT00300,487,2024-03-18,PL01,WH06
GR000816,PO000535,3,MAT00083,279,2024-04-04,PL02,WH02
GR000817,PO000537,1,MAT00044,431,2023-11-07,PL02,WH08
GR000818,PO000537,2,MAT00350,98,2023-11-02,PL03,WH01
GR000819,PO000537,3,MAT00210,199,2023-11-05,PL01,WH03
GR000820,PO000538,1,MAT00244,38,2023-04-24,PL01,WH02
GR000821,PO000539,1,MAT00123,345,2024-07-18,PL02,WH03
GR000822,PO000540,1,MAT00349,274,2024-09-21,PL02,WH01
GR000823,PO000540,2,MAT00219,43,2024-09-22,PL03,WH05
GR000824,PO000541,1,MAT00102,151,2023-04-26,PL03,WH03
GR000825,PO000542,1,MAT00181,169,2024-10-30,PL01,WH08
GR000826,PO000543,1,MAT00221,254,2024-08-12,PL01,WH02
GR000827,PO000544,1,MAT00159,20,2023-08-10,PL01,WH06
GR000828,PO000544,2,MAT00109,245,2023-08-09,PL01,WH04
GR000829,PO000544,3,MAT00243,392,2023-07-19,PL02,WH07
GR000830,PO000545,1,MAT00095,81,2025-01-11,PL01,WH05
GR000831,PO000545,2,MAT00326,462,2025-01-09,PL02,WH05
GR000832,PO000546,1,MAT00097,196,2023-05-03,PL03,WH03
GR000833,PO000546,2,MAT00336,28,2023-04-29,PL02,WH04
GR000834,PO000546,3,MAT00099,369,2023-05-02,PL03,WH04
GR000835,PO000547,1,MAT00023,292,2024-01-16,PL02,WH04
GR000836,PO000547,2,MAT00355,142,2023-12-30,PL01,WH03
GR000837,PO000547,3,MAT00088,253,2024-01-11,PL02,WH07
GR000838,PO000548,1,MAT00182,175,2024-11-30,PL02,WH03
GR000839,PO000549,1,MAT00005,341,2024-03-19,PL02,WH03
GR000840,PO000549,2,MAT00381,249,2024-04-08,PL01,WH08
GR000841,PO000550,1,MAT00359,384,2024-09-13,PL02,WH06
GR000842,PO000550,2,MAT00299,257,2024-09-14,PL01,WH02
GR000843,PO000551,1,MAT00391,498,2024-03-31,PL01,WH03
GR000844,PO000551,2,MAT00232,482,2024-04-01,PL03,WH03
GR000845,PO000552,1,MAT00141,56,2023-06-14,PL01,WH08
GR000846,PO000553,1,MAT00026,347,2024-02-22,PL02,WH02
GR000847,PO000554,1,MAT00179,233,2023-07-23,PL01,WH01
GR000848,PO000555,1,MAT00064,251,2024-05-21,PL03,WH08
GR000849,PO000556,1,MAT00346,371,2024-11-24,PL02,WH06
GR000850,PO000556,2,MAT00138,400,2024-12-04,PL02,WH07
GR000851,PO000557,1,MAT00137,187,2024-10-01,PL03,WH04
GR000852,PO000558,1,MAT00307,198,2024-10-09,PL01,WH02
GR000853,PO000559,1,MAT00017,106,2024-11-06,PL02,WH06
GR000854,PO000559,2,MAT00028,206,2024-11-12,PL01,WH05
GR000855,PO000560,1,MAT00175,27,2024-02-20,PL01,WH07
GR000856,PO000560,2,MAT00129,359,2024-02-09,PL02,WH06
GR000857,PO000561,1,MAT00061,451,2025-01-03,PL01,WH06
GR000858,PO000561,2,MAT00117,75,2024-12-23,PL03,WH01
GR000859,PO000561,3,MAT00016,258,2025-01-01,PL02,WH01
GR000860,PO000562,1,MAT00037,334,2023-12-09,PL02,WH08
GR000861,PO000562,2,MAT00246,374,2023-11-29,PL02,WH03
GR000862,PO000562,3,MAT00234,227,2023-11-24,PL03,WH03
GR000863,PO000563,1,MAT00064,312,2023-02-01,PL03,WH07
GR000864,PO000563,2,MAT00137,34,2023-01-17,PL01,WH08
GR000865,PO000563,3,MAT00054,197,2023-02-03,PL03,WH05
GR000866,PO000564,1,MAT00273,402,2024-04-03,PL02,WH05
GR000867,PO000564,2,MAT00399,192,2024-04-01,PL02,WH01
GR000868,PO000566,1,MAT00305,362,2023-11-09,PL03,WH01
GR000869,PO000566,2,MAT00049,49,2023-10-15,PL01,WH07
GR000870,PO000568,1,MAT00201,496,2024-04-05,PL03,WH07
GR000871,PO000569,1,MAT00249,89,2023-05-25,PL03,WH01
GR000872,PO000569,2,MAT00182,93,2023-05-12,PL02,WH05
GR000873,PO000569,3,MAT00150,225,2023-05-26,PL02,WH05
GR000874,PO000570,1,MAT00226,410,2023-01-17,PL02,WH08
GR000875,PO000571,1,MAT00342,125,2024-09-18,PL01,WH02
GR000876,PO000571,2,MAT00379,257,2024-10-05,PL03,WH06
GR000877,PO000571,3,MAT00364,145,2024-09-29,PL01,WH06
GR000878,PO000572,1,MAT00061,265,2024-04-30,PL01,WH05
GR000879,PO000572,2,MAT00071,216,2024-04-26,PL01,WH06
GR000880,PO000572,3,MAT00011,52,2024-04-23,PL02,WH05
GR000881,PO000573,1,MAT00285,25,2023-12-14,PL01,WH07
GR000882,PO000573,2,MAT00026,222,2023-11-27,PL02,WH04
GR000883,PO000575,1,MAT00129,302,2024-02-23,PL03,WH07
GR000884,PO000576,1,MAT00161,319,2024-01-13,PL02,WH07
GR000885,PO000576,2,MAT00315,59,2024-01-19,PL02,WH03
GR000886,PO000577,1,MAT00067,282,2023-07-31,PL02,WH02
GR000887,PO000578,1,MAT00372,224,2024-02-23,PL01,WH03
GR000888,PO000578,2,MAT00305,322,2024-02-07,PL03,WH01
GR000889,PO000579,1,MAT00057,301,2023-12-27,PL01,WH01
GR000890,PO000580,1,MAT00100,120,2024-09-19,PL01,WH03
GR000891,PO000580,2,MAT00307,95,2024-09-18,PL02,WH01
GR000892,PO000580,3,MAT00282,82,2024-09-29,PL01,WH04
GR000893,PO000582,1,MAT00275,453,2023-02-23,PL02,WH07
GR000894,PO000582,2,MAT00171,500,2023-03-02,PL03,WH01
GR000895,PO000583,1,MAT00023,40,2024-04-11,PL03,WH06
GR000896,PO000583,2,MAT00249,214,2024-04-18,PL03,WH07
GR000897,PO000583,3,MAT00389,413,2024-04-03,PL02,WH03
GR000898,PO000584,1,MAT00195,82,2024-02-11,PL02,WH05
GR000899,PO000584,2,MAT00374,59,2024-02-10,PL01,WH08
GR000900,PO000585,1,MAT00340,116,2023-09-25,PL02,WH01
GR000901,PO000585,2,MAT00266,126,2023-10-01,PL02,WH06
GR000902,PO000586,1,MAT00348,91,2025-01-17,PL02,WH05
GR000903,PO000586,2,MAT00070,89,2025-01-28,PL01,WH05
GR000904,PO000586,3,MAT00377,449,2025-01-25,PL01,WH04
GR000905,PO000587,1,MAT00118,16,2024-09-20,PL03,WH08
GR000906,PO000587,2,MAT00231,326,2024-09-06,PL03,WH06
GR000907,PO000587,3,MAT00136,277,2024-09-10,PL03,WH08
GR000908,PO000588,1,MAT00343,17,2023-07-07,PL02,WH05
GR000909,PO000588,2,MAT00289,115,2023-07-12,PL03,WH04
GR000910,PO000589,1,MAT00023,477,2024-01-07,PL03,WH04
GR000911,PO000589,2,MAT00009,196,2024-01-18,PL03,WH06
GR000912,PO000589,3,MAT00056,269,2024-01-23,PL03,WH01
GR000913,PO000590,1,MAT00382,135,2024-05-01,PL01,WH04
GR000914,PO000591,1,MAT00075,30,2024-12-22,PL03,WH02
GR000915,PO000592,1,MAT00259,473,2023-08-04,PL02,WH04
GR000916,PO000593,1,MAT00194,254,2023-09-15,PL01,WH02
GR000917,PO000593,2,MAT00333,110,2023-09-13,PL01,WH04
GR000918,PO000593,3,MAT00252,61,2023-09-05,PL03,WH05
GR000919,PO000595,1,MAT00247,82,2024-10-16,PL02,WH06
GR000920,PO000596,1,MAT00277,497,2024-06-17,PL03,WH06
GR000921,PO000596,2,MAT00069,150,2024-06-27,PL02,WH02
GR000922,PO000597,1,MAT00030,467,2023-07-27,PL02,WH03
GR000923,PO000597,2,MAT00008,43,2023-08-01,PL02,WH08
GR000924,PO000598,1,MAT00109,431,2024-01-16,PL01,WH04
GR000925,PO000598,2,MAT00324,167,2024-01-04,PL03,WH02
GR000926,PO000598,3,MAT00034,360,2024-01-11,PL01,WH06
GR000927,PO000599,1,MAT00119,412,2023-06-21,PL03,WH06
GR000928,PO000599,2,MAT00267,499,2023-07-03,PL03,WH05
