document_number,line_item,gl_account,debit_credit_indicator,amount,cost_center,profit_center,order_id
JE0001090,2,500000,C,140.41,,PC011,ORD002745
JE0001091,1,110000,D,203.68,,PC010,ORD000077
JE0001091,2,500000,C,203.68,,PC010,ORD000077
JE0001092,1,110000,D,629.58,,PC006,ORD000191
JE0001092,2,500000,C,629.58,,PC006,ORD000191
JE0001093,1,110000,D,1125.34,,PC015,ORD001234
JE0001093,2,500000,C,1125.34,,PC015,ORD001234
JE0001094,1,110000,D,203.51,,PC012,ORD002165
JE0001094,2,500000,C,203.51,,PC012,ORD002165
JE0001095,1,110000,D,662.48,,PC014,ORD002007
JE0001095,2,500000,C,662.48,,PC014,ORD002007
JE0001096,1,110000,D,466.99,,PC012,ORD001345
JE0001096,2,500000,C,466.99,,PC012,ORD001345
JE0001097,1,110000,D,218.51,,PC004,ORD002167
JE0001097,2,500000,C,218.51,,PC004,ORD002167
JE0001098,1,110000,D,245.74,,PC002,ORD001549
JE0001098,2,500000,C,245.74,,PC002,ORD001549
JE0001099,1,110000,D,174.98,,PC005,ORD000002
JE0001099,2,500000,C,174.98,,PC005,ORD000002
JE0001100,1,110000,D,260.36,,PC007,ORD000640
JE0001100,2,500000,C,260.36,,PC007,ORD000640
JE0001101,1,110000,D,818.36,,PC014,ORD000376
JE0001101,2,500000,C,818.36,,PC014,ORD000376
JE0001102,1,110000,D,903.62,,PC008,ORD001697
JE0001102,2,500000,C,903.62,,PC008,ORD001697
JE0001103,1,110000,D,1667.02,,PC005,ORD002479
JE0001103,2,500000,C,1667.02,,PC005,ORD002479
JE0001104,1,110000,D,1621.66,,PC004,ORD001936
JE0001104,2,500000,C,1621.66,,PC004,ORD001936
JE0001105,1,110000,D,883.92,,PC006,ORD002478
JE0001105,2,500000,C,883.92,,PC006,ORD002478
JE0001106,1,110000,D,1550.34,,PC014,ORD000746
JE0001106,2,500000,C,1550.34,,PC014,ORD000746
JE0001107,1,110000,D,838.73,,PC005,ORD002666
JE0001107,2,500000,C,838.73,,PC005,ORD002666
JE0001108,1,110000,D,795.39,,PC013,ORD000643
JE0001108,2,500000,C,795.39,,PC013,ORD000643
JE0001109,1,110000,D,1288.5,,PC004,ORD000190
JE0001109,2,500000,C,1288.5,,PC004,ORD000190
JE0001110,1,110000,D,757.76,,PC001,ORD002109
JE0001110,2,500000,C,757.76,,PC001,ORD002109
JE0001111,1,110000,D,361.88,,PC004,ORD002309
JE0001111,2,500000,C,361.88,,PC004,ORD002309
JE0001112,1,110000,D,926.42,,PC003,ORD000012
JE0001112,2,500000,C,926.42,,PC003,ORD000012
JE0001113,1,110000,D,236.07,,PC005,ORD000354
JE0001113,2,500000,C,236.07,,PC005,ORD000354
JE0001114,1,110000,D,89.86,,PC015,ORD002622
JE0001114,2,500000,C,89.86,,PC015,ORD002622
JE0001115,1,110000,D,1360.54,,PC015,ORD002529
JE0001115,2,500000,C,1360.54,,PC015,ORD002529
JE0001116,1,110000,D,705.62,,PC005,ORD001360
JE0001116,2,500000,C,705.62,,PC005,ORD001360
JE0001117,1,110000,D,621.78,,PC004,ORD000201
JE0001117,2,500000,C,621.78,,PC004,ORD000201
JE0001118,1,110000,D,590.99,,PC001,ORD001611
JE0001118,2,500000,C,590.99,,PC001,ORD001611
JE0001119,1,110000,D,283.0,,PC015,ORD001686
JE0001119,2,500000,C,283.0,,PC015,ORD001686
JE0001120,1,110000,D,1285.76,,PC011,ORD002667
JE0001120,2,500000,C,1285.76,,PC011,ORD002667
JE0001121,1,110000,D,1252.23,,PC008,ORD000448
JE0001121,2,500000,C,1252.23,,PC008,ORD000448
JE0001122,1,110000,D,1442.17,,PC005,ORD002014
JE0001122,2,500000,C,1442.17,,PC005,ORD002014
JE0001123,1,110000,D,358.88,,PC005,ORD001934
JE0001123,2,500000,C,358.88,,PC005,ORD001934
JE0001124,1,110000,D,1382.85,,PC015,ORD001514
JE0001124,2,500000,C,1382.85,,PC015,ORD001514
JE0001125,1,110000,D,255.03,,PC005,ORD001988
JE0001125,2,500000,C,255.03,,PC005,ORD001988
JE0001126,1,110000,D,1368.42,,PC009,ORD000882
JE0001126,2,500000,C,1368.42,,PC009,ORD000882
JE0001127,1,110000,D,2368.53,,PC005,ORD001190
JE0001127,2,500000,C,2368.53,,PC005,ORD001190
JE0001128,1,110000,D,588.76,,PC003,ORD001059
JE0001128,2,500000,C,588.76,,PC003,ORD001059
JE0001129,1,110000,D,887.2,,PC003,ORD001762
JE0001129,2,500000,C,887.2,,PC003,ORD001762
JE0001130,1,110000,D,230.33,,PC007,ORD002980
JE0001130,2,500000,C,230.33,,PC007,ORD002980
JE0001131,1,110000,D,642.37,,PC009,ORD000116
JE0001131,2,500000,C,642.37,,PC009,ORD000116
JE0001132,1,110000,D,1695.25,,PC013,ORD001385
JE0001132,2,500000,C,1695.25,,PC013,ORD001385
JE0001133,1,110000,D,830.3,,PC010,ORD001926
JE0001133,2,500000,C,830.3,,PC010,ORD001926
JE0001134,1,110000,D,660.0,,PC013,ORD001867
JE0001134,2,500000,C,660.0,,PC013,ORD001867
JE0001135,1,110000,D,1755.51,,PC007,ORD000407
JE0001135,2,500000,C,1755.51,,PC007,ORD000407
JE0001136,1,110000,D,784.19,,PC011,ORD002995
JE0001136,2,500000,C,784.19,,PC011,ORD002995
JE0001137,1,110000,D,804.26,,PC009,ORD001366
JE0001137,2,500000,C,804.26,,PC009,ORD001366
JE0001138,1,110000,D,590.43,,PC010,ORD001028
JE0001138,2,500000,C,590.43,,PC010,ORD001028
JE0001139,1,110000,D,571.53,,PC005,ORD002840
JE0001139,2,500000,C,571.53,,PC005,ORD002840
JE0001140,1,110000,D,197.82,,PC014,ORD002102
JE0001140,2,500000,C,197.82,,PC014,ORD002102
JE0001141,1,110000,D,1745.09,,PC006,ORD001945
JE0001141,2,500000,C,1745.09,,PC006,ORD001945
JE0001142,1,110000,D,1416.19,,PC010,ORD001502
JE0001142,2,500000,C,1416.19,,PC010,ORD001502
JE0001143,1,110000,D,822.42,,PC007,ORD002889
JE0001143,2,500000,C,822.42,,PC007,ORD002889
JE0001144,1,110000,D,1543.19,,PC009,ORD001625
JE0001144,2,500000,C,1543.19,,PC009,ORD001625
JE0001145,1,110000,D,1388.35,,PC011,ORD002464
JE0001145,2,500000,C,1388.35,,PC011,ORD002464
JE0001146,1,110000,D,1532.87,,PC014,ORD002316
JE0001146,2,500000,C,1532.87,,PC014,ORD002316
JE0001147,1,110000,D,472.7,,PC011,ORD001933
JE0001147,2,500000,C,472.7,,PC011,ORD001933
JE0001148,1,110000,D,288.44,,PC007,ORD000326
JE0001148,2,500000,C,288.44,,PC007,ORD000326
JE0001149,1,110000,D,1376.0,,PC011,ORD000941
JE0001149,2,500000,C,1376.0,,PC011,ORD000941
JE0001150,1,110000,D,1475.84,,PC001,ORD001298
JE0001150,2,500000,C,1475.84,,PC001,ORD001298
JE0001151,1,110000,D,920.58,,PC005,ORD002643
JE0001151,2,500000,C,920.58,,PC005,ORD002643
JE0001152,1,110000,D,1856.47,,PC001,ORD001095
JE0001152,2,500000,C,1856.47,,PC001,ORD001095
JE0001153,1,110000,D,618.76,,PC005,ORD002471
JE0001153,2,500000,C,618.76,,PC005,ORD002471
JE0001154,1,110000,D,662.3,,PC002,ORD001805
JE0001154,2,500000,C,662.3,,PC002,ORD001805
JE0001155,1,110000,D,718.09,,PC006,ORD000853
JE0001155,2,500000,C,718.09,,PC006,ORD000853
JE0001156,1,110000,D,837.94,,PC004,ORD001920
JE0001156,2,500000,C,837.94,,PC004,ORD001920
JE0001157,1,110000,D,730.86,,PC002,ORD001103
JE0001157,2,500000,C,730.86,,PC002,ORD001103
JE0001158,1,110000,D,1394.74,,PC009,ORD000779
JE0001158,2,500000,C,1394.74,,PC009,ORD000779
JE0001159,1,110000,D,411.46,,PC013,ORD001130
JE0001159,2,500000,C,411.46,,PC013,ORD001130
JE0001160,1,110000,D,938.95,,PC008,ORD002725
JE0001160,2,500000,C,938.95,,PC008,ORD002725
JE0001161,1,110000,D,350.71,,PC013,ORD002569
JE0001161,2,500000,C,350.71,,PC013,ORD002569
JE0001162,1,110000,D,273.31,,PC009,ORD002089
JE0001162,2,500000,C,273.31,,PC009,ORD002089
JE0001163,1,110000,D,647.96,,PC010,ORD000141
JE0001163,2,500000,C,647.96,,PC010,ORD000141
JE0001164,1,110000,D,698.02,,PC008,ORD002239
JE0001164,2,500000,C,698.02,,PC008,ORD002239
JE0001165,1,110000,D,815.63,,PC005,ORD001749
JE0001165,2,500000,C,815.63,,PC005,ORD001749
JE0001166,1,110000,D,211.2,,PC006,ORD000390
JE0001166,2,500000,C,211.2,,PC006,ORD000390
JE0001167,1,110000,D,1226.83,,PC012,ORD000821
JE0001167,2,500000,C,1226.83,,PC012,ORD000821
JE0001168,1,110000,D,797.17,,PC005,ORD002612
JE0001168,2,500000,C,797.17,,PC005,ORD002612
JE0001169,1,110000,D,564.48,,PC004,ORD000698
JE0001169,2,500000,C,564.48,,PC004,ORD000698
JE0001170,1,110000,D,951.14,,PC010,ORD002846
JE0001170,2,500000,C,951.14,,PC010,ORD002846
JE0001171,1,110000,D,764.41,,PC010,ORD001209
JE0001171,2,500000,C,764.41,,PC010,ORD001209
JE0001172,1,110000,D,777.67,,PC009,ORD000485
JE0001172,2,500000,C,777.67,,PC009,ORD000485
JE0001173,1,110000,D,859.55,,PC012,ORD001137
JE0001173,2,500000,C,859.55,,PC012,ORD001137
JE0001174,1,110000,D,97.48,,PC008,ORD001736
JE0001174,2,500000,C,97.48,,PC008,ORD001736
JE0001175,1,110000,D,921.17,,PC006,ORD002036
JE0001175,2,500000,C,921.17,,PC006,ORD002036
JE0001176,1,110000,D,180.9,,PC003,ORD001331
JE0001176,2,500000,C,180.9,,PC003,ORD001331
JE0001177,1,110000,D,77.3,,PC011,ORD002985
JE0001177,2,500000,C,77.3,,PC011,ORD002985
JE0001178,1,110000,D,830.68,,PC006,ORD002439
JE0001178,2,500000,C,830.68,,PC006,ORD002439
JE0001179,1,110000,D,1836.18,,PC013,ORD002344
JE0001179,2,500000,C,1836.18,,PC013,ORD002344
JE0001180,1,110000,D,718.38,,PC011,ORD001606
JE0001180,2,500000,C,718.38,,PC011,ORD001606
JE0001181,1,110000,D,565.76,,PC012,ORD000025
JE0001181,2,500000,C,565.76,,PC012,ORD000025
JE0001182,1,110000,D,857.72,,PC001,ORD001356
JE0001182,2,500000,C,857.72,,PC001,ORD001356
JE0001183,1,110000,D,463.07,,PC012,ORD000102
JE0001183,2,500000,C,463.07,,PC012,ORD000102
JE0001184,1,110000,D,2006.52,,PC015,ORD000629
JE0001184,2,500000,C,2006.52,,PC015,ORD000629
JE0001185,1,110000,D,332.9,,PC011,ORD001730
JE0001185,2,500000,C,332.9,,PC011,ORD001730
JE0001186,1,110000,D,801.68,,PC003,ORD000993
JE0001186,2,500000,C,801.68,,PC003,ORD000993
JE0001187,1,110000,D,354.51,,PC013,ORD002719
JE0001187,2,500000,C,354.51,,PC013,ORD002719
JE0001188,1,110000,D,1388.5,,PC002,ORD002407
JE0001188,2,500000,C,1388.5,,PC002,ORD002407
JE0001189,1,110000,D,1398.57,,PC015,ORD000009
JE0001189,2,500000,C,1398.57,,PC015,ORD000009
JE0001190,1,110000,D,904.43,,PC003,ORD001067
JE0001190,2,500000,C,904.43,,PC003,ORD001067
JE0001191,1,110000,D,328.59,,PC015,ORD000364
JE0001191,2,500000,C,328.59,,PC015,ORD000364
JE0001192,1,110000,D,817.16,,PC010,ORD002887
JE0001192,2,500000,C,817.16,,PC010,ORD002887
JE0001193,1,110000,D,365.18,,PC015,ORD001014
JE0001193,2,500000,C,365.18,,PC015,ORD001014
JE0001194,1,110000,D,411.18,,PC014,ORD000401
JE0001194,2,500000,C,411.18,,PC014,ORD000401
JE0001195,1,110000,D,951.75,,PC006,ORD002197
JE0001195,2,500000,C,951.75,,PC006,ORD002197
JE0001196,1,110000,D,529.6,,PC010,ORD002865
JE0001196,2,500000,C,529.6,,PC010,ORD002865
JE0001197,1,110000,D,765.29,,PC007,ORD002054
JE0001197,2,500000,C,765.29,,PC007,ORD002054
JE0001198,1,110000,D,581.3,,PC012,ORD000039
JE0001198,2,500000,C,581.3,,PC012,ORD000039
JE0001199,1,110000,D,1468.88,,PC013,ORD002112
JE0001199,2,500000,C,1468.88,,PC013,ORD002112
JE0001200,1,110000,D,858.23,,PC007,ORD000865
JE0001200,2,500000,C,858.23,,PC007,ORD000865
JE0001201,1,110000,D,2076.23,,PC003,ORD000346
JE0001201,2,500000,C,2076.23,,PC003,ORD000346
JE0001202,1,110000,D,439.75,,PC015,ORD002115
JE0001202,2,500000,C,439.75,,PC015,ORD002115
JE0001203,1,110000,D,643.94,,PC012,ORD000386
JE0001203,2,500000,C,643.94,,PC012,ORD000386
JE0001204,1,110000,D,287.53,,PC006,ORD002868
JE0001204,2,500000,C,287.53,,PC006,ORD002868
JE0001205,1,110000,D,807.17,,PC002,ORD000788
JE0001205,2,500000,C,807.17,,PC002,ORD000788
JE0001206,1,110000,D,1211.96,,PC010,ORD000208
JE0001206,2,500000,C,1211.96,,PC010,ORD000208
JE0001207,1,110000,D,511.95,,PC003,ORD001054
JE0001207,2,500000,C,511.95,,PC003,ORD001054
JE0001208,1,110000,D,1595.48,,PC013,ORD002101
JE0001208,2,500000,C,1595.48,,PC013,ORD002101
JE0001209,1,110000,D,459.06,,PC013,ORD001737
JE0001209,2,500000,C,459.06,,PC013,ORD001737
JE0001210,1,110000,D,625.35,,PC014,ORD001335
JE0001210,2,500000,C,625.35,,PC014,ORD001335
JE0001211,1,110000,D,459.96,,PC001,ORD000049
JE0001211,2,500000,C,459.96,,PC001,ORD000049
JE0001212,1,110000,D,564.28,,PC007,ORD002019
JE0001212,2,500000,C,564.28,,PC007,ORD002019
JE0001213,1,110000,D,2192.99,,PC001,ORD000670
JE0001213,2,500000,C,2192.99,,PC001,ORD000670
JE0001214,1,110000,D,1421.42,,PC004,ORD001689
JE0001214,2,500000,C,1421.42,,PC004,ORD001689
JE0001215,1,110000,D,530.4,,PC001,ORD002623
JE0001215,2,500000,C,530.4,,PC001,ORD002623
JE0001216,1,110000,D,688.08,,PC014,ORD001829
JE0001216,2,500000,C,688.08,,PC014,ORD001829
JE0001217,1,110000,D,904.4,,PC014,ORD002164
JE0001217,2,500000,C,904.4,,PC014,ORD002164
JE0001218,1,110000,D,1474.6,,PC013,ORD000294
JE0001218,2,500000,C,1474.6,,PC013,ORD000294
JE0001219,1,110000,D,1409.09,,PC006,ORD002707
JE0001219,2,500000,C,1409.09,,PC006,ORD002707
JE0001220,1,110000,D,894.98,,PC001,ORD000895
JE0001220,2,500000,C,894.98,,PC001,ORD000895
JE0001221,1,110000,D,663.84,,PC004,ORD002513
JE0001221,2,500000,C,663.84,,PC004,ORD002513
JE0001222,1,110000,D,1490.17,,PC003,ORD002103
JE0001222,2,500000,C,1490.17,,PC003,ORD002103
JE0001223,1,110000,D,2027.79,,PC013,ORD000984
JE0001223,2,500000,C,2027.79,,PC013,ORD000984
JE0001224,1,110000,D,330.38,,PC014,ORD001113
JE0001224,2,500000,C,330.38,,PC014,ORD001113
JE0001225,1,110000,D,341.01,,PC004,ORD000632
JE0001225,2,500000,C,341.01,,PC004,ORD000632
JE0001226,1,110000,D,725.02,,PC008,ORD001547
JE0001226,2,500000,C,725.02,,PC008,ORD001547
JE0001227,1,110000,D,69.34,,PC014,ORD000213
JE0001227,2,500000,C,69.34,,PC014,ORD000213
JE0001228,1,110000,D,2373.59,,PC009,ORD002063
JE0001228,2,500000,C,2373.59,,PC009,ORD002063
JE0001229,1,110000,D,785.79,,PC009,ORD001781
JE0001229,2,500000,C,785.79,,PC009,ORD001781
JE0001230,1,110000,D,1033.67,,PC004,ORD002459
JE0001230,2,500000,C,1033.67,,PC004,ORD002459
JE0001231,1,110000,D,1113.52,,PC003,ORD002214
JE0001231,2,500000,C,1113.52,,PC003,ORD002214
JE0001232,1,110000,D,183.82,,PC011,ORD001676
JE0001232,2,500000,C,183.82,,PC011,ORD001676
JE0001233,1,110000,D,739.82,,PC006,ORD001476
JE0001233,2,500000,C,739.82,,PC006,ORD001476
JE0001234,1,110000,D,32.75,,PC001,ORD002160
JE0001234,2,500000,C,32.75,,PC001,ORD002160
JE0001235,1,110000,D,828.1,,PC015,ORD001832
JE0001235,2,500000,C,828.1,,PC015,ORD001832
JE0001236,1,110000,D,340.19,,PC001,ORD001809
JE0001236,2,500000,C,340.19,,PC001,ORD001809
JE0001237,1,110000,D,181.72,,PC013,ORD001924
JE0001237,2,500000,C,181.72,,PC013,ORD001924
JE0001238,1,110000,D,512.54,,PC006,ORD000224
JE0001238,2,500000,C,512.54,,PC006,ORD000224
JE0001239,1,110000,D,382.7,,PC013,ORD002641
JE0001239,2,500000,C,382.7,,PC013,ORD002641
JE0001240,1,110000,D,481.81,,PC013,ORD000524
JE0001240,2,500000,C,481.81,,PC013,ORD000524
JE0001241,1,110000,D,1054.71,,PC008,ORD000230
JE0001241,2,500000,C,1054.71,,PC008,ORD000230
JE0001242,1,110000,D,1201.58,,PC008,ORD002124
JE0001242,2,500000,C,1201.58,,PC008,ORD002124
JE0001243,1,110000,D,1001.63,,PC009,ORD002159
JE0001243,2,500000,C,1001.63,,PC009,ORD002159
JE0001244,1,110000,D,890.2,,PC007,ORD002744
JE0001244,2,500000,C,890.2,,PC007,ORD002744
JE0001245,1,110000,D,585.78,,PC002,ORD002781
JE0001245,2,500000,C,585.78,,PC002,ORD002781
JE0001246,1,110000,D,932.96,,PC014,ORD001714
JE0001246,2,500000,C,932.96,,PC014,ORD001714
JE0001247,1,110000,D,401.43,,PC013,ORD002251
JE0001247,2,500000,C,401.43,,PC013,ORD002251
JE0001248,1,110000,D,2559.53,,PC009,ORD000584
JE0001248,2,500000,C,2559.53,,PC009,ORD000584
JE0001249,1,110000,D,762.22,,PC002,ORD002547
JE0001249,2,500000,C,762.22,,PC002,ORD002547
JE0001250,1,110000,D,598.61,,PC008,ORD001124
JE0001250,2,500000,C,598.61,,PC008,ORD001124
JE0001251,1,110000,D,271.03,,PC002,ORD000829
JE0001251,2,500000,C,271.03,,PC002,ORD000829
JE0001252,1,110000,D,218.62,,PC006,ORD002038
JE0001252,2,500000,C,218.62,,PC006,ORD002038
JE0001253,1,110000,D,1589.35,,PC009,ORD002010
JE0001253,2,500000,C,1589.35,,PC009,ORD002010
JE0001254,1,110000,D,1731.66,,PC002,ORD002982
JE0001254,2,500000,C,1731.66,,PC002,ORD002982
JE0001255,1,110000,D,842.52,,PC012,ORD000822
JE0001255,2,500000,C,842.52,,PC012,ORD000822
JE0001256,1,110000,D,2274.42,,PC015,ORD001250
JE0001256,2,500000,C,2274.42,,PC015,ORD001250
JE0001257,1,110000,D,546.98,,PC003,ORD001205
JE0001257,2,500000,C,546.98,,PC003,ORD001205
JE0001258,1,110000,D,687.0,,PC015,ORD001779
JE0001258,2,500000,C,687.0,,PC015,ORD001779
JE0001259,1,110000,D,468.7,,PC006,ORD001727
JE0001259,2,500000,C,468.7,,PC006,ORD001727
JE0001260,1,110000,D,926.11,,PC004,ORD000399
JE0001260,2,500000,C,926.11,,PC004,ORD000399
JE0001261,1,110000,D,572.4,,PC011,ORD002140
JE0001261,2,500000,C,572.4,,PC011,ORD002140
JE0001262,1,110000,D,573.44,,PC005,ORD002782
JE0001262,2,500000,C,573.44,,PC005,ORD002782
JE0001263,1,110000,D,839.19,,PC002,ORD000892
JE0001263,2,500000,C,839.19,,PC002,ORD000892
JE0001264,1,110000,D,854.3,,PC009,ORD000748
JE0001264,2,500000,C,854.3,,PC009,ORD000748
JE0001265,1,110000,D,1265.43,,PC004,ORD001464
JE0001265,2,500000,C,1265.43,,PC004,ORD001464
JE0001266,1,110000,D,603.79,,PC007,ORD001897
JE0001266,2,500000,C,603.79,,PC007,ORD001897
JE0001267,1,110000,D,83.36,,PC014,ORD000038
JE0001267,2,500000,C,83.36,,PC014,ORD000038
JE0001268,1,110000,D,168.71,,PC002,ORD002912
JE0001268,2,500000,C,168.71,,PC002,ORD002912
JE0001269,1,110000,D,642.67,,PC010,ORD001510
JE0001269,2,500000,C,642.67,,PC010,ORD001510
JE0001270,1,110000,D,861.68,,PC002,ORD001849
JE0001270,2,500000,C,861.68,,PC002,ORD001849
JE0001271,1,110000,D,978.77,,PC008,ORD002237
JE0001271,2,500000,C,978.77,,PC008,ORD002237
JE0001272,1,110000,D,1075.56,,PC006,ORD001649
JE0001272,2,500000,C,1075.56,,PC006,ORD001649
JE0001273,1,110000,D,1459.37,,PC013,ORD002566
JE0001273,2,500000,C,1459.37,,PC013,ORD002566
JE0001274,1,110000,D,751.76,,PC013,ORD000373
JE0001274,2,500000,C,751.76,,PC013,ORD000373
JE0001275,1,110000,D,501.96,,PC005,ORD001162
JE0001275,2,500000,C,501.96,,PC005,ORD001162
JE0001276,1,110000,D,1366.72,,PC012,ORD002311
JE0001276,2,500000,C,1366.72,,PC012,ORD002311
JE0001277,1,110000,D,199.16,,PC009,ORD002700
JE0001277,2,500000,C,199.16,,PC009,ORD002700
JE0001278,1,110000,D,1810.14,,PC012,ORD001738
JE0001278,2,500000,C,1810.14,,PC012,ORD001738
JE0001279,1,110000,D,665.95,,PC007,ORD002065
JE0001279,2,500000,C,665.95,,PC007,ORD002065
JE0001280,1,110000,D,984.82,,PC011,ORD002385
JE0001280,2,500000,C,984.82,,PC011,ORD002385
JE0001281,1,110000,D,665.46,,PC008,ORD001288
JE0001281,2,500000,C,665.46,,PC008,ORD001288
JE0001282,1,110000,D,1401.64,,PC005,ORD001092
JE0001282,2,500000,C,1401.64,,PC005,ORD001092
JE0001283,1,110000,D,228.15,,PC010,ORD001147
JE0001283,2,500000,C,228.15,,PC010,ORD001147
JE0001284,1,110000,D,1150.83,,PC007,ORD000295
JE0001284,2,500000,C,1150.83,,PC007,ORD000295
JE0001285,1,110000,D,424.74,,PC008,ORD001743
JE0001285,2,500000,C,424.74,,PC008,ORD001743
JE0001286,1,110000,D,694.66,,PC012,ORD000978
JE0001286,2,500000,C,694.66,,PC012,ORD000978
JE0001287,1,110000,D,2123.89,,PC013,ORD000260
JE0001287,2,500000,C,2123.89,,PC013,ORD000260
JE0001288,1,110000,D,360.98,,PC013,ORD000159
JE0001288,2,500000,C,360.98,,PC013,ORD000159
JE0001289,1,110000,D,1280.83,,PC012,ORD001153
JE0001289,2,500000,C,1280.83,,PC012,ORD001153
JE0001290,1,110000,D,538.39,,PC013,ORD000971
JE0001290,2,500000,C,538.39,,PC013,ORD000971
JE0001291,1,110000,D,74.89,,PC009,ORD002796
JE0001291,2,500000,C,74.89,,PC009,ORD002796
JE0001292,1,110000,D,316.31,,PC013,ORD002662
JE0001292,2,500000,C,316.31,,PC013,ORD002662
JE0001293,1,110000,D,706.28,,PC011,ORD001671
JE0001293,2,500000,C,706.28,,PC011,ORD001671
JE0001294,1,110000,D,1025.53,,PC005,ORD000846
JE0001294,2,500000,C,1025.53,,PC005,ORD000846
JE0001295,1,110000,D,484.45,,PC015,ORD002286
JE0001295,2,500000,C,484.45,,PC015,ORD002286
JE0001296,1,110000,D,1273.94,,PC007,ORD002819
JE0001296,2,500000,C,1273.94,,PC007,ORD002819
JE0001297,1,110000,D,666.47,,PC002,ORD001540
JE0001297,2,500000,C,666.47,,PC002,ORD001540
JE0001298,1,110000,D,528.46,,PC005,ORD002116
JE0001298,2,500000,C,528.46,,PC005,ORD002116
JE0001299,1,110000,D,886.41,,PC008,ORD002837
JE0001299,2,500000,C,886.41,,PC008,ORD002837
JE0001300,1,110000,D,304.19,,PC002,ORD002079
JE0001300,2,500000,C,304.19,,PC002,ORD002079
JE0001301,1,110000,D,602.8,,PC004,ORD002044
JE0001301,2,500000,C,602.8,,PC004,ORD002044
JE0001302,1,110000,D,147.87,,PC015,ORD002163
JE0001302,2,500000,C,147.87,,PC015,ORD002163
JE0001303,1,110000,D,876.77,,PC001,ORD000514
JE0001303,2,500000,C,876.77,,PC001,ORD000514
JE0001304,1,110000,D,825.45,,PC008,ORD000068
JE0001304,2,500000,C,825.45,,PC008,ORD000068
JE0001305,1,110000,D,855.78,,PC010,ORD000538
JE0001305,2,500000,C,855.78,,PC010,ORD000538
JE0001306,1,110000,D,438.85,,PC013,ORD001706
JE0001306,2,500000,C,438.85,,PC013,ORD001706
JE0001307,1,110000,D,1386.28,,PC014,ORD001852
JE0001307,2,500000,C,1386.28,,PC014,ORD001852
JE0001308,1,110000,D,431.22,,PC005,ORD002917
JE0001308,2,500000,C,431.22,,PC005,ORD002917
JE0001309,1,110000,D,266.95,,PC009,ORD000310
JE0001309,2,500000,C,266.95,,PC009,ORD000310
JE0001310,1,110000,D,914.66,,PC015,ORD000801
JE0001310,2,500000,C,914.66,,PC015,ORD000801
JE0001311,1,110000,D,1161.82,,PC002,ORD002508
JE0001311,2,500000,C,1161.82,,PC002,ORD002508
JE0001312,1,110000,D,692.83,,PC009,ORD002911
JE0001312,2,500000,C,692.83,,PC009,ORD002911
JE0001313,1,110000,D,805.15,,PC001,ORD001084
JE0001313,2,500000,C,805.15,,PC001,ORD001084
JE0001314,1,110000,D,300.43,,PC002,ORD002533
JE0001314,2,500000,C,300.43,,PC002,ORD002533
JE0001315,1,110000,D,344.6,,PC001,ORD000126
JE0001315,2,500000,C,344.6,,PC001,ORD000126
JE0001316,1,110000,D,1197.89,,PC008,ORD000069
JE0001316,2,500000,C,1197.89,,PC008,ORD000069
JE0001317,1,110000,D,214.8,,PC007,ORD001535
JE0001317,2,500000,C,214.8,,PC007,ORD001535
JE0001318,1,110000,D,455.69,,PC007,ORD001245
JE0001318,2,500000,C,455.69,,PC007,ORD001245
JE0001319,1,110000,D,952.34,,PC014,ORD001760
JE0001319,2,500000,C,952.34,,PC014,ORD001760
JE0001320,1,110000,D,1042.64,,PC011,ORD000150
JE0001320,2,500000,C,1042.64,,PC011,ORD000150
JE0001321,1,110000,D,1321.76,,PC012,ORD001755
JE0001321,2,500000,C,1321.76,,PC012,ORD001755
JE0001322,1,110000,D,1085.2,,PC014,ORD002180
JE0001322,2,500000,C,1085.2,,PC014,ORD002180
JE0001323,1,110000,D,1889.1,,PC009,ORD002646
JE0001323,2,500000,C,1889.1,,PC009,ORD002646
JE0001324,1,110000,D,868.75,,PC002,ORD001387
JE0001324,2,500000,C,868.75,,PC002,ORD001387
JE0001325,1,110000,D,1981.96,,PC004,ORD001864
JE0001325,2,500000,C,1981.96,,PC004,ORD001864
JE0001326,1,110000,D,2360.78,,PC009,ORD000921
JE0001326,2,500000,C,2360.78,,PC009,ORD000921
JE0001327,1,110000,D,1973.71,,PC008,ORD002780
JE0001327,2,500000,C,1973.71,,PC008,ORD002780
JE0001328,1,110000,D,1409.59,,PC010,ORD002431
JE0001328,2,500000,C,1409.59,,PC010,ORD002431
JE0001329,1,110000,D,334.4,,PC011,ORD000437
JE0001329,2,500000,C,334.4,,PC011,ORD000437
JE0001330,1,110000,D,43.31,,PC003,ORD002218
JE0001330,2,500000,C,43.31,,PC003,ORD002218
JE0001331,1,110000,D,735.62,,PC007,ORD002568
JE0001331,2,500000,C,735.62,,PC007,ORD002568
JE0001332,1,110000,D,570.74,,PC015,ORD000852
JE0001332,2,500000,C,570.74,,PC015,ORD000852
JE0001333,1,110000,D,879.48,,PC001,ORD000673
JE0001333,2,500000,C,879.48,,PC001,ORD000673
JE0001334,1,110000,D,86.62,,PC014,ORD000061
JE0001334,2,500000,C,86.62,,PC014,ORD000061
JE0001335,1,110000,D,997.56,,PC012,ORD002853
JE0001335,2,500000,C,997.56,,PC012,ORD002853
JE0001336,1,110000,D,166.1,,PC011,ORD000265
JE0001336,2,500000,C,166.1,,PC011,ORD000265
