posting_id,cost_center,gl_account,fiscal_year,period,amount,posting_date
COP000930,CC0011,440000,2024,8,7961.87,2024-08-25
COP000931,CC0009,430000,2023,1,5675.19,2023-01-26
COP000932,CC0023,400000,2024,3,6245.43,2024-03-01
COP000933,CC0007,420000,2023,5,15938.57,2023-05-26
COP000934,CC0024,410000,2024,4,26295.18,2024-04-11
COP000935,CC0022,430000,2023,12,5332.34,2023-12-23
COP000936,CC0010,430000,2024,12,16286.02,2024-12-14
COP000937,CC0001,400000,2023,11,40604.2,2023-11-04
COP000938,CC0024,400000,2023,4,42534.41,2023-04-28
COP000939,CC0007,400000,2024,10,34018.4,2024-10-25
COP000940,CC0021,410000,2023,6,26041.7,2023-06-18
COP000941,CC0016,410000,2024,7,16883.99,2024-07-19
COP000942,CC0023,430000,2024,3,11976.85,2024-03-12
COP000943,CC0010,410000,2024,2,9726.15,2024-02-19
COP000944,CC0018,430000,2024,11,20081.33,2024-11-04
COP000945,CC0015,410000,2024,9,22753.96,2024-09-20
COP000946,CC0025,430000,2024,3,720.28,2024-03-15
COP000947,CC0006,410000,2023,8,14278.07,2023-08-08
COP000948,CC0020,400000,2024,12,29078.72,2024-12-21
COP000949,CC0022,410000,2024,7,18606.75,2024-07-03
COP000950,CC0013,430000,2023,7,6140.77,2023-07-21
COP000951,CC0015,430000,2024,11,26621.89,2024-11-17
COP000952,CC0001,420000,2024,10,30050.06,2024-10-16
COP000953,CC0025,430000,2024,9,29556.73,2024-09-17
COP000954,CC0019,420000,2023,12,42353.13,2023-12-23
COP000955,CC0013,410000,2024,9,40780.04,2024-09-24
COP000956,CC0007,420000,2024,12,45974.79,2024-12-23
COP000957,CC0005,400000,2024,8,33769.45,2024-08-27
COP000958,CC0025,400000,2023,11,12309.35,2023-11-17
COP000959,CC0010,410000,2023,4,18978.65,2023-04-30
COP000960,CC0005,440000,2023,5,19728.93,2023-05-25
COP000961,CC0002,410000,2024,9,28952.9,2024-09-02
COP000962,CC0025,410000,2024,3,24590.18,2024-03-09
COP000963,CC0011,410000,2024,7,27968.17,2024-07-04
COP000964,CC0021,420000,2024,5,7444.68,2024-05-16
COP000965,CC0012,430000,2023,11,31160.79,2023-11-19
COP000966,CC0009,400000,2024,1,24488.14,2024-01-03
COP000967,CC0008,430000,2023,7,48209.54,2023-07-19
COP000968,CC0014,430000,2024,6,20752.15,2024-06-01
COP000969,CC0019,430000,2024,5,35652.05,2024-05-18
COP000970,CC0009,430000,2024,3,8779.05,2024-03-30
COP000971,CC0022,400000,2024,8,39896.1,2024-08-01
COP000972,CC0018,420000,2023,8,2118.41,2023-08-14
COP000973,CC0001,440000,2023,8,14789.18,2023-08-19
COP000974,CC0013,440000,2024,4,37254.65,2024-04-13
COP000975,CC0024,440000,2024,5,25784.9,2024-05-22
COP000976,CC0005,400000,2024,8,13760.5,2024-08-09
COP000977,CC0003,420000,2024,7,27331.15,2024-07-10
COP000978,CC0010,430000,2023,2,27544.49,2023-02-12
COP000979,CC0023,400000,2024,3,36931.44,2024-03-11
COP000980,CC0012,410000,2024,10,15236.59,2024-10-31
COP000981,CC0008,430000,2023,2,13509.35,2023-02-03
COP000982,CC0024,430000,2023,3,43331.88,2023-03-31
COP000983,CC0013,410000,2023,5,10888.97,2023-05-01
COP000984,CC0018,420000,2024,8,43121.91,2024-08-25
COP000985,CC0003,430000,2024,9,8716.09,2024-09-16
COP000986,CC0012,410000,2023,5,40769.73,2023-05-23
COP000987,CC0021,440000,2023,3,17865.37,2023-03-02
COP000988,CC0018,440000,2023,10,27169.04,2023-10-15
COP000989,CC0017,420000,2023,11,14822.0,2023-11-28
COP000990,CC0019,440000,2023,10,49281.67,2023-10-01
COP000991,CC0006,400000,2024,11,7211.65,2024-11-26
COP000992,CC0015,400000,2024,2,49628.07,2024-02-26
COP000993,CC0009,410000,2024,11,35220.61,2024-11-02
COP000994,CC0024,410000,2023,5,7739.05,2023-05-16
COP000995,CC0015,410000,2023,11,38192.94,2023-11-26
COP000996,CC0022,430000,2024,11,24728.21,2024-11-23
COP000997,CC0003,420000,2024,8,31576.73,2024-08-14
COP000998,CC0023,430000,2024,1,4238.06,2024-01-20
COP000999,CC0019,430000,2023,4,26022.87,2023-04-06
COP001000,CC0016,420000,2023,10,23007.43,2023-10-12
COP001001,CC0018,420000,2024,5,29306.8,2024-05-14
COP001002,CC0022,430000,2023,4,31924.61,2023-04-06
COP001003,CC0010,420000,2024,12,42580.26,2024-12-15
COP001004,CC0018,430000,2024,7,11282.58,2024-07-01
COP001005,CC0008,410000,2024,3,24988.39,2024-03-15
COP001006,CC0004,420000,2023,11,17218.88,2023-11-27
COP001007,CC0008,410000,2024,8,28524.03,2024-08-14
COP001008,CC0024,420000,2024,5,44760.66,2024-05-11
COP001009,CC0019,400000,2023,2,5428.95,2023-02-19
COP001010,CC0005,400000,2024,4,6649.74,2024-04-15
COP001011,CC0014,430000,2023,6,23097.65,2023-06-11
COP001012,CC0001,410000,2024,3,49786.86,2024-03-14
COP001013,CC0010,420000,2023,5,8369.38,2023-05-16
COP001014,CC0013,400000,2023,10,32902.1,2023-10-08
COP001015,CC0011,400000,2023,9,18906.27,2023-09-14
COP001016,CC0007,410000,2024,10,3063.47,2024-10-26
COP001017,CC0014,420000,2024,10,36436.42,2024-10-02
COP001018,CC0004,430000,2023,8,32946.52,2023-08-28
COP001019,CC0008,400000,2024,12,553.77,2024-12-21
COP001020,CC0019,400000,2024,5,7068.64,2024-05-03
COP001021,CC0005,440000,2023,8,34159.14,2023-08-20
COP001022,CC0013,400000,2023,1,34932.06,2023-01-10
COP001023,CC0001,430000,2023,5,34854.53,2023-05-04
COP001024,CC0025,400000,2024,5,11832.87,2024-05-04
COP001025,CC0016,400000,2023,4,5608.48,2023-04-02
COP001026,CC0018,420000,2024,1,7287.9,2024-01-12
COP001027,CC0009,410000,2023,5,3886.37,2023-05-17
COP001028,CC0009,400000,2024,7,30710.8,2024-07-30
COP001029,CC0001,430000,2023,6,17883.79,2023-06-18
COP001030,CC0006,410000,2023,8,46034.76,2023-08-07
COP001031,CC0020,430000,2024,9,43068.14,2024-09-22
COP001032,CC0008,400000,2023,3,7430.65,2023-03-30
COP001033,CC0014,440000,2023,5,36635.45,2023-05-07
COP001034,CC0023,430000,2023,12,16067.93,2023-12-26
COP001035,CC0017,410000,2023,5,14209.9,2023-05-24
COP001036,CC0003,410000,2023,3,27893.13,2023-03-28
COP001037,CC0022,440000,2024,9,14603.58,2024-09-06
COP001038,CC0002,400000,2024,12,42470.66,2024-12-08
COP001039,CC0011,420000,2024,11,10669.56,2024-11-05
COP001040,CC0006,440000,2024,9,9838.0,2024-09-13
COP001041,CC0013,420000,2024,2,32485.4,2024-02-06
COP001042,CC0011,430000,2023,9,19601.34,2023-09-03
COP001043,CC0023,430000,2023,9,32085.08,2023-09-04
COP001044,CC0009,440000,2023,3,44491.86,2023-03-14
COP001045,CC0020,420000,2023,1,46729.26,2023-01-13
COP001046,CC0016,430000,2023,5,43110.29,2023-05-16
COP001047,CC0004,430000,2024,8,18587.92,2024-08-05
COP001048,CC0006,410000,2024,11,38254.93,2024-11-30
COP001049,CC0017,400000,2023,3,29574.49,2023-03-16
COP001050,CC0013,420000,2023,1,11179.28,2023-01-15
COP001051,CC0003,430000,2023,3,25577.22,2023-03-03
COP001052,CC0024,440000,2024,10,38471.95,2024-10-05
COP001053,CC0017,430000,2024,3,4580.18,2024-03-09
COP001054,CC0011,440000,2024,7,30994.33,2024-07-03
COP001055,CC0017,400000,2023,10,15840.39,2023-10-12
COP001056,CC0009,410000,2024,6,48728.51,2024-06-07
COP001057,CC0021,440000,2023,6,16674.14,2023-06-09
COP001058,CC0025,400000,2024,8,15853.39,2024-08-23
COP001059,CC0013,410000,2024,3,3366.34,2024-03-23
COP001060,CC0019,430000,2023,3,6241.34,2023-03-30
COP001061,CC0003,440000,2024,9,3223.92,2024-09-18
COP001062,CC0018,410000,2024,11,6412.43,2024-11-13
COP001063,CC0011,410000,2024,12,35224.23,2024-12-25
COP001064,CC0020,430000,2023,6,47674.3,2023-06-17
COP001065,CC0017,440000,2024,6,39257.86,2024-06-19
COP001066,CC0010,410000,2023,9,18907.54,2023-09-23
COP001067,CC0016,400000,2023,10,38685.8,2023-10-03
COP001068,CC0021,420000,2023,1,40451.84,2023-01-31
COP001069,CC0021,440000,2023,10,3661.66,2023-10-06
COP001070,CC0011,440000,2024,12,31562.88,2024-12-30
COP001071,CC0022,430000,2024,5,25783.7,2024-05-23
COP001072,CC0014,430000,2023,2,43038.31,2023-02-26
COP001073,CC0022,420000,2023,6,8286.84,2023-06-20
COP001074,CC0015,440000,2023,4,33868.96,2023-04-16
COP001075,CC0018,410000,2023,4,37168.61,2023-04-29
COP001076,CC0024,400000,2023,1,43005.11,2023-01-03
COP001077,CC0022,410000,2023,1,2776.09,2023-01-13
COP001078,CC0022,430000,2024,1,46051.21,2024-01-08
COP001079,CC0023,400000,2023,7,27866.81,2023-07-03
COP001080,CC0015,430000,2024,11,11613.51,2024-11-02
COP001081,CC0002,430000,2023,9,45834.81,2023-09-12
COP001082,CC0017,420000,2023,11,41386.85,2023-11-24
COP001083,CC0018,420000,2024,8,6410.35,2024-08-08
COP001084,CC0021,400000,2024,11,9377.55,2024-11-20
COP001085,CC0010,400000,2024,6,47726.93,2024-06-12
COP001086,CC0008,430000,2023,3,43368.6,2023-03-12
COP001087,CC0007,420000,2023,11,4776.08,2023-11-15
COP001088,CC0022,400000,2024,4,18761.51,2024-04-12
COP001089,CC0014,440000,2023,10,39333.11,2023-10-26
COP001090,CC0014,410000,2024,9,23464.37,2024-09-29
COP001091,CC0015,430000,2024,8,49890.46,2024-08-28
COP001092,CC0005,440000,2023,7,38143.87,2023-07-20
COP001093,CC0023,410000,2023,9,815.71,2023-09-09
COP001094,CC0008,400000,2024,2,12033.39,2024-02-24
COP001095,CC0015,400000,2023,12,47574.02,2023-12-21
COP001096,CC0018,430000,2023,1,42525.8,2023-01-02
COP001097,CC0010,400000,2023,11,10657.12,2023-11-11
COP001098,CC0015,430000,2023,9,24855.43,2023-09-01
COP001099,CC0012,410000,2023,3,35726.8,2023-03-03
COP001100,CC0011,400000,2023,4,46103.08,2023-04-06
COP001101,CC0021,430000,2024,6,35191.92,2024-06-16
COP001102,CC0023,430000,2024,1,48740.46,2024-01-17
COP001103,CC0010,440000,2023,3,5231.06,2023-03-28
COP001104,CC0015,430000,2023,5,4204.11,2023-05-17
COP001105,CC0025,400000,2024,8,22031.65,2024-08-04
COP001106,CC0017,410000,2023,5,14937.96,2023-05-14
COP001107,CC0013,430000,2023,11,35185.92,2023-11-19
COP001108,CC0009,420000,2023,12,22911.51,2023-12-01
COP001109,CC0017,400000,2023,8,47205.96,2023-08-28
COP001110,CC0003,440000,2023,5,5894.16,2023-05-20
COP001111,CC0008,410000,2023,4,22753.55,2023-04-19
COP001112,CC0025,430000,2023,11,6476.47,2023-11-18
COP001113,CC0017,410000,2024,1,22869.9,2024-01-02
COP001114,CC0007,420000,2024,4,42697.87,2024-04-19
COP001115,CC0022,410000,2023,4,40476.05,2023-04-03
COP001116,CC0018,440000,2023,11,2496.33,2023-11-08
COP001117,CC0024,410000,2023,12,5015.04,2023-12-02
COP001118,CC0007,420000,2023,9,20114.1,2023-09-12
COP001119,CC0022,420000,2023,2,13378.26,2023-02-20
COP001120,CC0003,400000,2023,6,47628.78,2023-06-28
COP001121,CC0018,440000,2024,4,37529.88,2024-04-08
COP001122,CC0015,400000,2023,9,23371.14,2023-09-13
COP001123,CC0008,400000,2023,5,1091.87,2023-05-24
COP001124,CC0009,410000,2023,8,10307.59,2023-08-16
COP001125,CC0006,420000,2024,2,34471.12,2024-02-15
COP001126,CC0019,400000,2024,10,29325.03,2024-10-22
COP001127,CC0011,400000,2023,9,1579.11,2023-09-23
COP001128,CC0015,410000,2023,3,45173.56,2023-03-08
COP001129,CC0021,410000,2024,3,5052.94,2024-03-30
COP001130,CC0001,400000,2023,12,2613.47,2023-12-06
COP001131,CC0008,400000,2024,4,8815.47,2024-04-17
COP001132,CC0021,430000,2024,8,41173.43,2024-08-10
COP001133,CC0015,430000,2024,2,1959.37,2024-02-09
COP001134,CC0008,430000,2024,11,9053.96,2024-11-30
COP001135,CC0022,410000,2023,8,14111.6,2023-08-08
COP001136,CC0025,410000,2024,4,2215.15,2024-04-01
COP001137,CC0004,440000,2024,9,12666.35,2024-09-26
COP001138,CC0021,430000,2023,10,20893.61,2023-10-30
COP001139,CC0009,430000,2024,7,3518.46,2024-07-17
COP001140,CC0010,430000,2023,10,7293.18,2023-10-14
COP001141,CC0021,440000,2023,7,12832.81,2023-07-24
COP001142,CC0001,400000,2024,7,49475.48,2024-07-10
COP001143,CC0020,420000,2024,12,24244.38,2024-12-31
COP001144,CC0007,420000,2024,5,45677.51,2024-05-11
COP001145,CC0015,420000,2024,5,19724.87,2024-05-29
COP001146,CC0011,400000,2023,7,16284.44,2023-07-04
COP001147,CC0020,400000,2023,8,44840.36,2023-08-13
COP001148,CC0020,400000,2023,10,40528.37,2023-10-15
COP001149,CC0017,440000,2024,4,18192.93,2024-04-28
COP001150,CC0008,410000,2024,8,48712.0,2024-08-21
COP001151,CC0005,410000,2023,4,33014.79,2023-04-13
COP001152,CC0003,440000,2023,9,40906.12,2023-09-30
COP001153,CC0024,410000,2023,2,28996.76,2023-02-27
COP001154,CC0022,420000,2024,2,46792.7,2024-02-02
COP001155,CC0009,410000,2023,6,12209.28,2023-06-27
COP001156,CC0006,420000,2023,11,45742.01,2023-11-22
COP001157,CC0021,420000,2023,1,47404.16,2023-01-29
COP001158,CC0008,410000,2024,7,28373.89,2024-07-31
COP001159,CC0009,430000,2023,7,27335.17,2023-07-12
COP001160,CC0012,430000,2023,6,2379.21,2023-06-29
COP001161,CC0010,410000,2023,2,30282.31,2023-02-27
COP001162,CC0012,440000,2023,1,24160.45,2023-01-21
COP001163,CC0025,440000,2023,12,10472.49,2023-12-06
COP001164,CC0022,420000,2023,5,35988.41,2023-05-14
COP001165,CC0025,400000,2023,11,1584.69,2023-11-28
COP001166,CC0004,410000,2024,8,38831.14,2024-08-23
COP001167,CC0001,420000,2024,6,48047.66,2024-06-22
COP001168,CC0012,430000,2024,1,29507.82,2024-01-18
COP001169,CC0009,420000,2023,12,16468.86,2023-12-11
COP001170,CC0008,430000,2023,6,39696.2,2023-06-11
COP001171,CC0014,420000,2024,5,9123.03,2024-05-13
COP001172,CC0024,440000,2024,7,39456.09,2024-07-29
COP001173,CC0010,440000,2023,8,40815.48,2023-08-17
COP001174,CC0012,420000,2024,1,36832.75,2024-01-23
COP001175,CC0013,410000,2023,10,9296.56,2023-10-29
COP001176,CC0006,440000,2023,1,19884.27,2023-01-02
COP001177,CC0020,400000,2024,8,9513.05,2024-08-04
COP001178,CC0005,440000,2023,11,11434.31,2023-11-22
COP001179,CC0016,400000,2024,8,46866.05,2024-08-02
COP001180,CC0019,420000,2023,5,37394.49,2023-05-25
COP001181,CC0023,420000,2023,9,49127.79,2023-09-01
COP001182,CC0017,400000,2023,6,41172.26,2023-06-21
COP001183,CC0003,420000,2024,11,22608.18,2024-11-17
COP001184,CC0019,410000,2023,9,12852.27,2023-09-29
COP001185,CC0020,420000,2023,3,13204.57,2023-03-11
COP001186,CC0002,400000,2023,4,2883.3,2023-04-21
COP001187,CC0023,430000,2024,3,48470.54,2024-03-24
COP001188,CC0014,430000,2024,2,44147.65,2024-02-28
COP001189,CC0020,440000,2023,12,19079.7,2023-12-26
COP001190,CC0013,440000,2024,5,32722.99,2024-05-05
COP001191,CC0022,410000,2024,12,8551.5,2024-12-04
COP001192,CC0016,400000,2023,3,15097.98,2023-03-17
COP001193,CC0008,420000,2023,11,47607.28,2023-11-23
COP001194,CC0009,420000,2023,3,8920.21,2023-03-17
COP001195,CC0025,410000,2024,1,36733.26,2024-01-20
COP001196,CC0009,400000,2024,7,17228.55,2024-07-14
COP001197,CC0021,430000,2024,9,35372.98,2024-09-20
COP001198,CC0012,410000,2024,3,30562.22,2024-03-17
COP001199,CC0018,410000,2024,3,3151.01,2024-03-20
COP001200,CC0006,410000,2023,12,48732.72,2023-12-06
COP001201,CC0004,440000,2024,2,36240.89,2024-02-24
COP001202,CC0015,420000,2024,7,33199.6,2024-07-07
COP001203,CC0001,410000,2023,11,5247.84,2023-11-01
COP001204,CC0022,440000,2024,2,27708.3,2024-02-07
COP001205,CC0009,410000,2024,5,3197.99,2024-05-17
COP001206,CC0006,430000,2023,1,4837.6,2023-01-04
COP001207,CC0013,440000,2024,11,24276.26,2024-11-08
COP001208,CC0006,400000,2023,4,10744.17,2023-04-10
COP001209,CC0013,420000,2024,10,48864.36,2024-10-15
COP001210,CC0016,400000,2024,4,15763.49,2024-04-29
COP001211,CC0025,430000,2024,2,24710.29,2024-02-12
COP001212,CC0019,420000,2024,11,5011.28,2024-11-07
COP001213,CC0025,430000,2024,7,9651.62,2024-07-11
COP001214,CC0020,420000,2024,1,9735.86,2024-01-26
COP001215,CC0020,420000,2023,2,22267.15,2023-02-15
COP001216,CC0016,410000,2023,9,41935.4,2023-09-27
COP001217,CC0016,400000,2024,7,7980.97,2024-07-31
COP001218,CC0024,400000,2024,12,4742.51,2024-12-14
COP001219,CC0017,440000,2023,12,20992.34,2023-12-19
COP001220,CC0021,410000,2024,8,27903.29,2024-08-26
COP001221,CC0005,440000,2024,2,21222.29,2024-02-01
COP001222,CC0002,430000,2024,7,28849.36,2024-07-02
COP001223,CC0002,430000,2023,8,15293.18,2023-08-30
COP001224,CC0004,400000,2024,2,25354.02,2024-02-09
COP001225,CC0004,440000,2024,6,34037.98,2024-06-13
COP001226,CC0022,410000,2024,9,6453.95,2024-09-27
COP001227,CC0004,410000,2024,4,47478.54,2024-04-04
COP001228,CC0010,410000,2023,6,40518.81,2023-06-21
COP001229,CC0017,400000,2023,5,21457.06,2023-05-10
COP001230,CC0001,430000,2024,11,10495.0,2024-11-30
COP001231,CC0025,410000,2024,10,41788.35,2024-10-04
COP001232,CC0009,420000,2023,9,45584.82,2023-09-22
COP001233,CC0007,400000,2023,3,19710.91,2023-03-10
COP001234,CC0009,440000,2024,2,16643.28,2024-02-11
COP001235,CC0015,440000,2023,10,23178.78,2023-10-10
COP001236,CC0017,440000,2023,1,29585.02,2023-01-13
COP001237,CC0020,400000,2024,3,21014.9,2024-03-05
COP001238,CC0020,440000,2023,6,29602.74,2023-06-01
COP001239,CC0011,400000,2023,4,28352.85,2023-04-13
COP001240,CC0023,420000,2023,4,43440.03,2023-04-14
COP001241,CC0022,430000,2023,12,13574.76,2023-12-19
COP001242,CC0005,430000,2024,11,28815.15,2024-11-01
COP001243,CC0017,400000,2024,4,9023.89,2024-04-29
COP001244,CC0015,410000,2024,2,31103.1,2024-02-17
COP001245,CC0003,430000,2024,11,2419.74,2024-11-28
COP001246,CC0008,410000,2023,12,2939.9,2023-12-06
COP001247,CC0016,420000,2024,5,44903.05,2024-05-01
COP001248,CC0010,420000,2023,1,40960.6,2023-01-21
COP001249,CC0020,420000,2023,11,14377.16,2023-11-07
COP001250,CC0010,400000,2024,5,48638.58,2024-05-18
COP001251,CC0008,410000,2023,8,15373.78,2023-08-22
COP001252,CC0021,420000,2024,3,13836.29,2024-03-29
COP001253,CC0016,440000,2024,3,32454.96,2024-03-02
COP001254,CC0017,430000,2023,7,10963.83,2023-07-12
COP001255,CC0011,430000,2024,2,38094.92,2024-02-21
COP001256,CC0012,400000,2024,1,26005.85,2024-01-18
COP001257,CC0003,400000,2023,6,15900.59,2023-06-12
COP001258,CC0010,430000,2024,6,7214.67,2024-06-02
COP001259,CC0001,440000,2024,6,1932.93,2024-06-20
COP001260,CC0003,410000,2023,7,41930.35,2023-07-17
COP001261,CC0007,400000,2023,9,23094.21,2023-09-13
COP001262,CC0008,410000,2024,1,14061.89,2024-01-05
COP001263,CC0012,440000,2024,4,20148.64,2024-04-20
COP001264,CC0019,400000,2023,5,12475.94,2023-05-07
COP001265,CC0009,440000,2024,5,22582.12,2024-05-15
COP001266,CC0016,440000,2024,4,27791.02,2024-04-30
COP001267,CC0006,410000,2023,12,41963.86,2023-12-19
COP001268,CC0008,400000,2023,9,14610.93,2023-09-22
COP001269,CC0011,400000,2024,1,8563.92,2024-01-31
COP001270,CC0016,410000,2024,8,42927.0,2024-08-08
COP001271,CC0015,410000,2024,10,34045.91,2024-10-24
COP001272,CC0017,430000,2023,10,25907.42,2023-10-03
COP001273,CC0017,400000,2024,11,23967.81,2024-11-29
COP001274,CC0009,410000,2023,5,30256.53,2023-05-16
COP001275,CC0025,410000,2023,1,12993.33,2023-01-09
COP001276,CC0020,420000,2023,11,21478.44,2023-11-09
COP001277,CC0011,420000,2024,1,23220.4,2024-01-21
COP001278,CC0019,430000,2023,8,15456.18,2023-08-12
COP001279,CC0004,440000,2024,6,20159.05,2024-06-17
COP001280,CC0022,400000,2023,4,25819.93,2023-04-15
COP001281,CC0019,420000,2024,11,28292.13,2024-11-09
COP001282,CC0024,440000,2024,8,14492.51,2024-08-31
COP001283,CC0023,400000,2024,12,24346.05,2024-12-01
COP001284,CC0021,420000,2023,12,32209.44,2023-12-11
COP001285,CC0013,420000,2023,10,32977.92,2023-10-11
COP001286,CC0003,420000,2024,10,9823.82,2024-10-29
COP001287,CC0023,410000,2024,6,45034.51,2024-06-13
COP001288,CC0024,430000,2024,9,33196.25,2024-09-06
COP001289,CC0005,410000,2024,11,36203.52,2024-11-28
COP001290,CC0025,430000,2024,11,49874.72,2024-11-02
COP001291,CC0012,430000,2023,9,20527.65,2023-09-23
COP001292,CC0010,440000,2023,2,35549.41,2023-02-06
COP001293,CC0007,410000,2024,8,17486.77,2024-08-08
COP001294,CC0021,410000,2024,12,34472.75,2024-12-31
COP001295,CC0011,430000,2024,10,45373.06,2024-10-15
COP001296,CC0019,420000,2024,11,25612.09,2024-11-18
COP001297,CC0011,440000,2023,6,9466.22,2023-06-24
COP001298,CC0008,430000,2023,4,6833.23,2023-04-10
COP001299,CC0025,440000,2023,9,38264.45,2023-09-22
COP001300,CC0016,420000,2023,7,32894.51,2023-07-07
COP001301,CC0001,420000,2023,8,11554.73,2023-08-16
COP001302,CC0015,430000,2023,11,39510.48,2023-11-11
COP001303,CC0020,420000,2023,12,13397.68,2023-12-06
COP001304,CC0020,430000,2023,10,42635.09,2023-10-29
COP001305,CC0014,400000,2024,4,43386.47,2024-04-26
COP001306,CC0021,440000,2024,8,47242.9,2024-08-20
COP001307,CC0025,430000,2023,3,44526.59,2023-03-14
COP001308,CC0025,400000,2024,5,43441.14,2024-05-27
COP001309,CC0014,440000,2024,1,15268.61,2024-01-26
COP001310,CC0024,410000,2023,2,7299.58,2023-02-25
COP001311,CC0023,420000,2023,7,20755.0,2023-07-25
COP001312,CC0024,430000,2024,8,7589.6,2024-08-06
COP001313,CC0016,400000,2023,7,24635.25,2023-07-04
COP001314,CC0016,410000,2024,10,16014.0,2024-10-08
COP001315,CC0006,400000,2023,3,22876.63,2023-03-01
COP001316,CC0008,410000,2023,8,29025.81,2023-08-03
COP001317,CC0010,430000,2023,6,39367.94,2023-06-12
COP001318,CC0023,410000,2023,4,30916.75,2023-04-01
COP001319,CC0011,430000,2024,10,20467.98,2024-10-10
COP001320,CC0017,430000,2024,5,731.12,2024-05-03
COP001321,CC0021,410000,2024,6,36667.62,2024-06-30
COP001322,CC0021,420000,2023,1,37963.96,2023-01-15
COP001323,CC0008,410000,2024,6,1386.85,2024-06-27
COP001324,CC0008,410000,2023,1,11700.15,2023-01-05
COP001325,CC0003,420000,2023,12,6882.07,2023-12-19
COP001326,CC0025,440000,2024,1,29639.2,2024-01-28
COP001327,CC0017,400000,2023,6,41280.27,2023-06-21
COP001328,CC0022,420000,2023,11,23068.35,2023-11-02
COP001329,CC0002,440000,2024,6,26443.82,2024-06-16
COP001330,CC0001,410000,2024,3,17465.28,2024-03-20
COP001331,CC0019,420000,2024,5,37630.72,2024-05-16
COP001332,CC0018,430000,2023,6,1446.67,2023-06-18
COP001333,CC0007,410000,2023,8,10953.92,2023-08-18
COP001334,CC0023,440000,2023,1,25479.36,2023-01-23
COP001335,CC0002,420000,2023,5,35699.95,2023-05-07
COP001336,CC0008,430000,2023,2,43888.93,2023-02-08
COP001337,CC0006,440000,2023,9,31345.17,2023-09-19
COP001338,CC0013,400000,2024,8,33267.51,2024-08-31
COP001339,CC0005,400000,2024,10,2887.64,2024-10-31
COP001340,CC0016,430000,2023,4,22493.56,2023-04-29
COP001341,CC0008,440000,2023,5,13010.55,2023-05-07
COP001342,CC0012,410000,2024,12,10672.0,2024-12-19
COP001343,CC0025,400000,2024,12,15405.26,2024-12-03
COP001344,CC0016,400000,2024,11,33292.91,2024-11-08
COP001345,CC0019,440000,2023,10,30478.9,2023-10-04
COP001346,CC0011,430000,2023,5,41617.31,2023-05-21
COP001347,CC0022,440000,2023,4,36078.93,2023-04-18
COP001348,CC0006,420000,2023,5,6143.62,2023-05-01
COP001349,CC0010,430000,2023,4,10333.01,2023-04-19
COP001350,CC0014,420000,2023,7,41659.19,2023-07-24
COP001351,CC0015,420000,2023,7,35320.12,2023-07-26
COP001352,CC0015,410000,2023,10,2450.58,2023-10-30
COP001353,CC0025,410000,2024,5,34566.09,2024-05-23
COP001354,CC0019,420000,2024,5,12108.01,2024-05-07
COP001355,CC0022,400000,2023,1,45390.56,2023-01-14
COP001356,CC0020,430000,2024,8,7882.65,2024-08-10
COP001357,CC0010,440000,2023,4,4214.89,2023-04-03
COP001358,CC0004,420000,2023,4,32394.67,2023-04-14
COP001359,CC0022,420000,2024,4,13574.19,2024-04-12
COP001360,CC0009,400000,2023,2,40752.33,2023-02-21
COP001361,CC0010,420000,2023,2,18330.63,2023-02-10
COP001362,CC0018,420000,2024,11,21586.76,2024-11-24
COP001363,CC0020,400000,2023,4,42636.67,2023-04-29
COP001364,CC0006,400000,2023,2,42673.94,2023-02-16
COP001365,CC0025,410000,2024,11,16768.71,2024-11-10
COP001366,CC0025,440000,2024,3,13781.32,2024-03-24
COP001367,CC0006,420000,2023,4,40840.73,2023-04-06
COP001368,CC0013,400000,2023,7,20338.49,2023-07-07
COP001369,CC0017,420000,2024,4,41867.56,2024-04-12
COP001370,CC0007,430000,2024,12,40095.01,2024-12-07
COP001371,CC0024,410000,2024,10,6096.3,2024-10-26
COP001372,CC0018,400000,2024,12,49087.67,2024-12-13
COP001373,CC0014,400000,2023,6,21093.37,2023-06-13
COP001374,CC0011,430000,2024,8,40212.11,2024-08-27
COP001375,CC0004,430000,2024,11,9472.4,2024-11-25
COP001376,CC0009,420000,2024,1,30762.24,2024-01-24
COP001377,CC0023,410000,2024,12,24412.44,2024-12-01
COP001378,CC0023,400000,2024,5,44435.9,2024-05-14
COP001379,CC0003,400000,2024,3,3635.13,2024-03-27
COP001380,CC0019,420000,2024,11,1111.83,2024-11-01
COP001381,CC0009,440000,2024,11,38492.67,2024-11-25
COP001382,CC0014,440000,2024,8,11587.25,2024-08-13
COP001383,CC0013,420000,2024,11,26195.43,2024-11-16
COP001384,CC0009,440000,2024,12,5214.49,2024-12-05
COP001385,CC0025,410000,2024,11,24355.52,2024-11-08
COP001386,CC0015,430000,2024,11,7858.4,2024-11-10
COP001387,CC0014,440000,2024,7,3201.02,2024-07-25
COP001388,CC0025,410000,2024,10,25525.59,2024-10-20
COP001389,CC0013,430000,2024,4,43536.07,2024-04-25
COP001390,CC0009,430000,2023,3,16371.37,2023-03-18
COP001391,CC0003,420000,2023,12,2992.36,2023-12-05
COP001392,CC0022,440000,2023,8,32344.21,2023-08-17
COP001393,CC0004,410000,2024,2,4402.11,2024-02-17
COP001394,CC0019,440000,2024,3,22680.88,2024-03-30
