order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD001272,2,credit_card,1,225.23
ORD001273,1,boleto,6,138.16
ORD001274,1,credit_card,1,447.5
ORD001275,1,voucher,10,208.45
ORD001276,1,boleto,1,496.52
ORD001277,1,credit_card,2,533.94
ORD001278,1,credit_card,3,730.51
ORD001279,1,boleto,3,404.66
ORD001280,1,credit_card,10,421.42
ORD001281,1,boleto,1,728.48
ORD001282,1,credit_card,6,880.79
ORD001283,1,credit_card,1,470.18
ORD001284,1,credit_card,1,1411.05
ORD001285,1,credit_card,1,830.39
ORD001286,1,credit_card,1,640.56
ORD001287,1,credit_card,2,245.6
ORD001288,1,credit_card,6,665.46
ORD001289,1,boleto,3,513.41
ORD001289,2,boleto,10,614.72
ORD001290,1,boleto,3,607.17
ORD001291,1,credit_card,6,332.05
ORD001292,1,credit_card,1,1076.82
ORD001292,2,credit_card,10,524.52
ORD001293,1,boleto,1,377.0
ORD001294,1,credit_card,3,978.08
ORD001295,1,credit_card,10,798.61
ORD001296,1,voucher,1,1218.54
ORD001297,1,credit_card,10,413.69
ORD001298,1,credit_card,1,737.01
ORD001298,2,boleto,10,738.83
ORD001299,1,voucher,6,1947.64
ORD001300,1,boleto,3,528.02
ORD001300,2,credit_card,1,934.29
ORD001301,1,credit_card,1,613.26
ORD001301,2,debit_card,2,278.85
ORD001302,1,credit_card,1,537.05
ORD001303,1,boleto,1,1203.93
ORD001304,1,boleto,2,868.94
ORD001305,1,boleto,2,379.11
ORD001306,1,credit_card,1,1878.49
ORD001307,1,boleto,10,1077.64
ORD001308,1,credit_card,1,400.97
ORD001309,1,credit_card,6,681.29
ORD001310,1,boleto,1,345.23
ORD001310,2,credit_card,10,268.96
ORD001311,1,credit_card,10,288.87
ORD001311,2,voucher,1,358.13
ORD001312,1,credit_card,1,515.3
ORD001313,1,debit_card,1,1161.37
ORD001314,1,credit_card,2,662.48
ORD001315,1,credit_card,1,338.65
ORD001316,1,boleto,1,467.13
ORD001317,1,credit_card,2,166.88
ORD001317,2,credit_card,3,98.49
ORD001318,1,credit_card,1,702.92
ORD001319,1,boleto,1,1257.76
ORD001320,1,credit_card,2,83.51
ORD001321,1,boleto,10,555.18
ORD001322,1,credit_card,10,440.31
ORD001322,2,credit_card,1,509.22
ORD001323,1,credit_card,1,499.32
ORD001324,1,debit_card,1,801.93
ORD001325,1,voucher,3,125.74
ORD001326,1,credit_card,1,549.72
ORD001327,1,boleto,2,708.45
ORD001328,1,credit_card,10,823.92
ORD001329,1,boleto,6,248.83
ORD001330,1,boleto,1,296.89
ORD001330,2,credit_card,1,197.32
ORD001331,1,boleto,6,180.9
ORD001332,1,credit_card,1,839.34
ORD001333,1,voucher,6,355.25
ORD001334,1,credit_card,1,626.92
ORD001335,1,credit_card,3,625.35
ORD001336,1,credit_card,1,813.34
ORD001337,1,credit_card,2,475.26
ORD001338,1,credit_card,1,862.77
ORD001338,2,boleto,6,464.58
ORD001339,1,boleto,1,634.56
ORD001340,1,credit_card,1,102.68
ORD001340,2,boleto,1,221.29
ORD001341,1,credit_card,2,123.17
ORD001342,1,boleto,10,1196.46
ORD001343,1,boleto,3,831.94
ORD001344,1,boleto,2,516.36
ORD001345,1,credit_card,1,466.99
ORD001346,1,credit_card,10,606.94
ORD001347,1,credit_card,3,141.77
ORD001348,1,credit_card,3,990.54
ORD001348,2,credit_card,1,964.99
ORD001349,1,credit_card,2,64.31
ORD001350,1,credit_card,2,804.37
ORD001351,1,boleto,2,417.06
ORD001352,1,credit_card,1,157.12
ORD001352,2,credit_card,6,119.15
ORD001353,1,credit_card,2,477.97
ORD001354,1,boleto,6,1116.62
ORD001355,1,boleto,1,1672.0
ORD001356,1,boleto,1,857.72
ORD001357,1,boleto,2,412.99
ORD001357,2,debit_card,3,295.48
ORD001358,1,boleto,1,661.32
ORD001359,1,credit_card,1,2494.93
ORD001360,1,boleto,10,705.62
ORD001361,1,credit_card,1,2124.51
ORD001362,1,boleto,2,824.65
ORD001363,1,credit_card,1,1645.78
ORD001364,1,credit_card,10,156.84
ORD001365,1,credit_card,6,1272.6
ORD001366,1,voucher,3,520.81
ORD001366,2,credit_card,10,283.45
ORD001367,1,debit_card,6,117.67
ORD001367,2,credit_card,1,129.14
ORD001368,1,voucher,1,746.73
ORD001369,1,credit_card,2,68.18
ORD001369,2,debit_card,10,111.08
ORD001370,1,credit_card,1,968.06
ORD001371,1,credit_card,10,687.07
ORD001372,1,boleto,3,645.2
ORD001373,1,debit_card,6,132.07
ORD001373,2,credit_card,6,211.23
ORD001374,1,credit_card,1,536.55
ORD001375,1,credit_card,1,89.98
ORD001376,1,credit_card,6,268.29
ORD001377,1,credit_card,2,238.92
ORD001378,1,credit_card,1,178.17
ORD001378,2,credit_card,1,298.23
ORD001379,1,credit_card,3,170.85
ORD001380,1,credit_card,10,710.1
ORD001381,1,credit_card,3,1452.32
ORD001382,1,debit_card,10,197.56
ORD001383,1,credit_card,6,768.4
ORD001384,1,debit_card,1,382.82
ORD001384,2,credit_card,3,825.57
ORD001385,1,credit_card,2,1695.25
ORD001386,1,boleto,1,1126.7
ORD001387,1,debit_card,3,868.75
ORD001388,1,credit_card,10,423.93
ORD001388,2,boleto,3,377.21
ORD001389,1,debit_card,6,70.02
ORD001390,1,boleto,10,1237.6
ORD001391,1,debit_card,1,725.1
ORD001392,1,credit_card,2,365.14
ORD001393,1,credit_card,1,131.59
ORD001394,1,credit_card,6,800.76
ORD001395,1,credit_card,1,1912.04
ORD001396,1,boleto,1,788.99
ORD001397,1,debit_card,6,776.39
ORD001398,1,credit_card,3,1200.85
ORD001399,1,credit_card,10,553.31
ORD001400,1,boleto,1,719.68
ORD001401,1,boleto,10,769.11
ORD001402,1,credit_card,1,1479.71
ORD001403,1,boleto,10,424.46
ORD001404,1,credit_card,1,892.23
ORD001405,1,voucher,2,937.73
ORD001406,1,credit_card,10,1173.65
ORD001407,1,credit_card,2,929.61
ORD001408,1,credit_card,10,923.47
ORD001409,1,boleto,1,828.24
ORD001409,2,credit_card,1,1323.89
ORD001410,1,credit_card,2,74.1
ORD001411,1,boleto,1,402.58
ORD001412,1,credit_card,6,704.5
ORD001412,2,boleto,1,540.16
ORD001413,1,debit_card,1,503.74
ORD001413,2,boleto,1,719.84
ORD001414,1,credit_card,2,311.0
ORD001415,1,credit_card,1,312.57
ORD001415,2,debit_card,2,355.06
ORD001416,1,boleto,1,573.59
ORD001416,2,credit_card,10,760.12
ORD001417,1,credit_card,2,951.56
ORD001418,1,credit_card,3,359.27
ORD001419,1,voucher,2,114.01
ORD001419,2,credit_card,10,78.82
ORD001420,1,credit_card,10,493.13
ORD001421,1,credit_card,6,838.26
ORD001422,1,credit_card,10,165.29
ORD001423,1,credit_card,6,1046.78
ORD001424,1,credit_card,2,1411.48
ORD001425,1,credit_card,3,355.96
ORD001426,1,boleto,3,938.55
ORD001427,1,debit_card,1,192.41
ORD001428,1,credit_card,6,521.44
ORD001429,1,debit_card,1,947.78
ORD001430,1,credit_card,2,626.64
ORD001431,1,credit_card,1,764.81
ORD001432,1,credit_card,2,608.41
ORD001432,2,boleto,2,1251.13
ORD001433,1,debit_card,10,830.54
ORD001434,1,credit_card,6,1810.91
ORD001435,1,debit_card,1,663.49
ORD001436,1,credit_card,2,1424.18
ORD001437,1,debit_card,1,312.36
ORD001437,2,credit_card,10,134.41
ORD001438,1,credit_card,1,1115.73
ORD001439,1,credit_card,3,989.12
ORD001439,2,boleto,2,755.52
ORD001440,1,boleto,6,496.3
ORD001441,1,credit_card,6,571.27
ORD001441,2,credit_card,10,268.02
ORD001442,1,credit_card,1,800.02
ORD001443,1,credit_card,1,686.48
ORD001444,1,credit_card,2,1038.18
ORD001445,1,credit_card,2,779.74
ORD001446,1,credit_card,1,433.37
ORD001446,2,credit_card,1,278.52
ORD001447,1,credit_card,3,72.69
ORD001447,2,credit_card,3,54.69
ORD001448,1,boleto,3,77.83
ORD001449,1,boleto,6,848.76
ORD001450,1,credit_card,1,566.84
ORD001451,1,debit_card,1,893.38
ORD001452,1,credit_card,1,770.72
ORD001453,1,credit_card,1,1254.22
ORD001454,1,boleto,3,1605.42
ORD001455,1,credit_card,1,591.66
ORD001456,1,voucher,6,251.88
ORD001457,1,boleto,1,456.08
ORD001458,1,credit_card,6,725.55
ORD001459,1,debit_card,1,908.85
ORD001460,1,boleto,6,2049.16
ORD001461,1,boleto,3,512.32
ORD001462,1,boleto,1,858.24
ORD001463,1,credit_card,1,119.76
ORD001463,2,credit_card,10,226.48
ORD001464,1,boleto,2,1265.43
ORD001465,1,credit_card,6,89.16
ORD001466,1,credit_card,1,649.38
ORD001467,1,credit_card,3,641.99
ORD001468,1,boleto,3,769.1
ORD001469,1,debit_card,1,706.2
ORD001470,1,credit_card,2,199.0
ORD001471,1,credit_card,6,1579.16
ORD001472,1,credit_card,1,602.74
ORD001473,1,boleto,1,856.59
ORD001474,1,boleto,1,711.51
ORD001475,1,boleto,1,2205.69
ORD001476,1,credit_card,6,739.82
ORD001477,1,credit_card,3,168.92
ORD001477,2,credit_card,1,138.5
ORD001478,1,credit_card,3,301.3
ORD001479,1,credit_card,1,1749.66
ORD001480,1,boleto,1,747.79
ORD001481,1,boleto,2,659.85
ORD001482,1,credit_card,6,670.34
ORD001483,1,credit_card,1,183.11
ORD001484,1,credit_card,10,372.87
ORD001485,1,credit_card,3,157.37
ORD001486,1,boleto,1,1221.77
ORD001487,1,credit_card,10,920.72
ORD001488,1,credit_card,3,349.97
ORD001489,1,credit_card,2,611.79
ORD001490,1,boleto,1,708.12
ORD001491,1,debit_card,3,208.42
ORD001492,1,credit_card,2,418.55
ORD001492,2,credit_card,1,207.27
ORD001493,1,credit_card,1,644.11
ORD001494,1,boleto,6,1344.88
ORD001495,1,credit_card,1,1704.36
ORD001496,1,credit_card,1,858.2
ORD001497,1,boleto,10,1230.1
ORD001498,1,credit_card,6,652.36
ORD001499,1,credit_card,1,598.03
ORD001500,1,boleto,1,855.88
ORD001500,2,boleto,3,1740.89
ORD001501,1,credit_card,3,893.65
ORD001502,1,credit_card,10,1416.19
ORD001503,1,credit_card,1,246.58
ORD001504,1,credit_card,1,884.22
ORD001505,1,credit_card,2,172.7
ORD001506,1,credit_card,3,272.62
ORD001507,1,credit_card,1,903.78
ORD001508,1,boleto,1,519.06
ORD001509,1,credit_card,10,113.59
ORD001510,1,boleto,1,642.67
ORD001511,1,credit_card,1,426.94
ORD001512,1,credit_card,6,521.6
ORD001512,2,credit_card,10,709.07
ORD001513,1,boleto,1,860.16
ORD001514,1,debit_card,3,1382.85
ORD001515,1,boleto,1,687.45
ORD001515,2,credit_card,2,415.62
ORD001516,1,credit_card,1,418.84
ORD001516,2,credit_card,3,431.7
ORD001517,1,boleto,6,387.59
ORD001518,1,credit_card,3,861.21
ORD001519,1,credit_card,1,182.46
ORD001520,1,debit_card,6,199.54
ORD001521,1,credit_card,1,608.07
ORD001522,1,credit_card,3,606.07
ORD001522,2,credit_card,6,751.99
ORD001523,1,boleto,1,819.18
ORD001524,1,credit_card,1,546.38
ORD001525,1,boleto,1,892.33
ORD001526,1,boleto,2,847.18
ORD001527,1,boleto,6,409.32
ORD001527,2,boleto,6,438.3
ORD001528,1,boleto,10,2134.16
ORD001529,1,credit_card,6,489.25
ORD001530,1,credit_card,10,42.16
ORD001531,1,boleto,2,209.81
ORD001531,2,credit_card,1,277.73
ORD001532,1,credit_card,10,842.86
ORD001533,1,credit_card,3,224.34
ORD001534,1,credit_card,6,199.79
ORD001535,1,credit_card,2,214.8
ORD001536,1,credit_card,6,647.94
ORD001537,1,voucher,3,1761.51
ORD001538,1,credit_card,1,336.21
ORD001538,2,credit_card,6,153.49
ORD001539,1,credit_card,3,863.63
ORD001540,1,voucher,3,666.47
ORD001541,1,credit_card,2,735.6
ORD001542,1,credit_card,1,596.76
ORD001543,1,credit_card,1,827.62
ORD001544,1,credit_card,1,891.84
ORD001545,1,credit_card,1,613.21
ORD001546,1,credit_card,1,1055.7
ORD001547,1,credit_card,1,725.02
ORD001548,1,boleto,1,360.08
ORD001548,2,credit_card,2,350.81
ORD001549,1,voucher,6,165.51
ORD001549,2,boleto,3,80.23
ORD001550,1,boleto,10,83.22
ORD001550,2,credit_card,6,179.51
ORD001551,1,boleto,6,1925.87
ORD001552,1,credit_card,2,912.78
ORD001553,1,boleto,1,793.13
ORD001554,1,debit_card,1,327.11
ORD001555,1,credit_card,3,287.92
ORD001556,1,credit_card,1,1069.57
ORD001557,1,voucher,3,358.67
ORD001557,2,credit_card,6,197.57
ORD001558,1,credit_card,3,935.64
ORD001559,1,debit_card,1,241.43
ORD001559,2,credit_card,6,408.43
ORD001560,1,credit_card,1,1632.7
ORD001561,1,credit_card,10,629.18
ORD001562,1,credit_card,1,296.02
ORD001563,1,credit_card,10,852.98
ORD001564,1,boleto,1,1059.38
ORD001565,1,voucher,1,225.03
ORD001565,2,credit_card,2,317.99
ORD001566,1,voucher,3,2465.43
ORD001567,1,boleto,2,789.72
ORD001568,1,credit_card,2,869.86
ORD001569,1,credit_card,2,523.63
ORD001570,1,boleto,3,719.1
ORD001571,1,boleto,10,1303.73
ORD001572,1,credit_card,1,2182.58
ORD001573,1,credit_card,10,374.83
ORD001574,1,boleto,10,309.5
ORD001574,2,credit_card,2,653.84
ORD001575,1,debit_card,1,300.55
ORD001576,1,boleto,1,639.91
ORD001577,1,credit_card,10,48.27
ORD001577,2,debit_card,1,35.24
ORD001578,1,debit_card,3,898.58
ORD001579,1,boleto,6,1230.8
ORD001580,1,credit_card,1,354.12
ORD001581,1,credit_card,2,656.21
ORD001582,1,boleto,6,1301.6
ORD001583,1,credit_card,3,1035.9
ORD001584,1,credit_card,3,181.42
ORD001584,2,credit_card,1,339.83
ORD001585,1,debit_card,1,225.29
ORD001586,1,credit_card,10,803.07
ORD001587,1,credit_card,3,72.19
ORD001587,2,credit_card,6,79.01
ORD001588,1,boleto,1,172.09
ORD001589,1,credit_card,1,1158.07
ORD001590,1,boleto,6,498.59
ORD001591,1,boleto,1,219.82
ORD001592,1,boleto,1,843.31
ORD001593,1,credit_card,1,175.02
ORD001594,1,credit_card,1,2237.63
ORD001595,1,credit_card,2,1043.64
ORD001596,1,credit_card,3,941.79
ORD001597,1,credit_card,1,138.57
ORD001597,2,boleto,1,59.53
ORD001598,1,voucher,3,292.13
ORD001599,1,debit_card,3,1807.18
ORD001600,1,boleto,2,37.95
ORD001600,2,boleto,1,66.01
ORD001601,1,boleto,1,1364.6
ORD001602,1,credit_card,1,44.88
ORD001602,2,credit_card,2,44.29
ORD001603,1,credit_card,1,293.87
ORD001603,2,credit_card,1,233.85
ORD001604,1,credit_card,3,252.07
ORD001604,2,credit_card,1,322.04
ORD001605,1,credit_card,10,813.56
ORD001606,1,credit_card,6,718.38
ORD001607,1,credit_card,10,511.43
ORD001608,1,boleto,1,1067.18
ORD001609,1,boleto,3,230.7
ORD001609,2,credit_card,1,233.97
ORD001610,1,debit_card,1,897.21
ORD001611,1,boleto,6,590.99
ORD001612,1,credit_card,1,866.87
ORD001613,1,debit_card,1,378.59
ORD001614,1,credit_card,3,1094.16
ORD001614,2,credit_card,2,1011.36
ORD001615,1,debit_card,2,363.6
ORD001616,1,credit_card,10,1089.43
ORD001617,1,credit_card,10,608.35
ORD001617,2,voucher,6,280.33
ORD001618,1,credit_card,1,468.42
ORD001619,1,credit_card,1,277.86
ORD001620,1,boleto,2,170.28
ORD001621,1,credit_card,1,442.03
ORD001622,1,credit_card,1,547.44
ORD001623,1,boleto,2,190.84
ORD001623,2,credit_card,10,330.56
ORD001624,1,boleto,3,230.45
ORD001625,1,boleto,2,1543.19
ORD001626,1,credit_card,3,241.06
ORD001627,1,boleto,1,836.31
ORD001628,1,credit_card,2,1202.1
ORD001629,1,boleto,10,233.86
ORD001629,2,credit_card,3,453.69
ORD001630,1,voucher,6,499.77
ORD001631,1,credit_card,3,791.68
ORD001632,1,credit_card,3,2502.93
ORD001633,1,credit_card,2,1882.14
ORD001634,1,debit_card,6,951.05
ORD001635,1,credit_card,1,273.09
ORD001636,1,debit_card,1,359.13
ORD001637,1,credit_card,3,295.18
ORD001638,1,boleto,1,113.06
ORD001639,1,credit_card,2,756.4
ORD001640,1,credit_card,1,625.72
ORD001641,1,boleto,2,88.3
ORD001642,1,credit_card,1,190.01
ORD001642,2,credit_card,10,145.11
ORD001643,1,voucher,3,983.5
ORD001644,1,credit_card,1,1838.11
ORD001645,1,credit_card,1,342.11
ORD001646,1,boleto,3,1027.75
ORD001647,1,boleto,3,940.37
ORD001648,1,credit_card,6,474.68
ORD001649,1,boleto,3,428.34
ORD001649,2,credit_card,10,647.22
ORD001650,1,credit_card,1,709.57
ORD001650,2,credit_card,3,701.71
ORD001651,1,credit_card,3,176.87
ORD001651,2,boleto,1,269.76
ORD001652,1,debit_card,2,418.73
ORD001653,1,boleto,2,304.06
ORD001654,1,credit_card,1,93.42
ORD001655,1,boleto,6,629.69
ORD001656,1,credit_card,3,372.35
ORD001657,1,credit_card,2,1356.8
ORD001658,1,credit_card,2,361.0
ORD001659,1,credit_card,1,118.72
ORD001660,1,credit_card,1,1007.84
ORD001661,1,credit_card,1,397.87
ORD001661,2,credit_card,1,403.36
ORD001662,1,debit_card,1,594.64
ORD001663,1,boleto,3,849.54
ORD001664,1,credit_card,1,170.98
ORD001665,1,credit_card,1,867.3
ORD001666,1,credit_card,10,559.17
ORD001666,2,boleto,6,1104.59
ORD001667,1,credit_card,10,548.0
ORD001668,1,credit_card,1,1189.85
ORD001669,1,boleto,1,1084.07
ORD001670,1,boleto,3,434.51
ORD001671,1,credit_card,6,706.28
ORD001672,1,boleto,1,775.02
ORD001673,1,credit_card,2,255.45
ORD001674,1,credit_card,2,862.46
ORD001674,2,boleto,1,1258.56
ORD001675,1,credit_card,6,281.74
ORD001676,1,credit_card,3,119.99
ORD001676,2,credit_card,1,63.83
ORD001677,1,boleto,3,455.13
ORD001678,1,credit_card,2,846.23
ORD001679,1,credit_card,2,875.51
ORD001679,2,voucher,6,720.93
ORD001680,1,credit_card,6,82.51
ORD001680,2,debit_card,1,158.94
ORD001681,1,boleto,3,462.55
ORD001682,1,voucher,10,1160.72
ORD001683,1,debit_card,1,928.32
ORD001684,1,credit_card,2,850.15
ORD001685,1,credit_card,6,1088.09
ORD001686,1,credit_card,3,283.0
ORD001687,1,credit_card,6,81.0
ORD001687,2,boleto,1,147.65
ORD001688,1,boleto,10,391.47
ORD001689,1,credit_card,6,1421.42
ORD001690,1,boleto,6,459.19
ORD001690,2,boleto,10,249.74
ORD001691,1,boleto,2,256.04
ORD001692,1,debit_card,10,611.33
ORD001693,1,credit_card,2,209.86
ORD001694,1,credit_card,2,1836.47
ORD001695,1,credit_card,2,448.02
ORD001696,1,credit_card,6,646.48
ORD001697,1,boleto,3,903.62
ORD001698,1,debit_card,1,178.71
ORD001699,1,boleto,3,469.81
ORD001700,1,boleto,1,632.11
ORD001701,1,credit_card,1,824.57
ORD001702,1,credit_card,10,1352.37
ORD001703,1,credit_card,6,115.82
ORD001704,1,credit_card,3,1593.67
ORD001705,1,boleto,2,446.24
ORD001706,1,credit_card,10,438.85
ORD001707,1,debit_card,1,1080.18
ORD001708,1,credit_card,6,738.6
ORD001709,1,credit_card,2,1045.31
ORD001710,1,credit_card,1,474.22
ORD001710,2,credit_card,6,227.77
ORD001711,1,boleto,6,1677.51
ORD001712,1,credit_card,6,742.33
ORD001713,1,voucher,1,213.38
ORD001714,1,debit_card,3,569.38
ORD001714,2,boleto,1,363.58
ORD001715,1,boleto,10,726.49
ORD001716,1,boleto,1,392.87
ORD001717,1,credit_card,1,341.93
ORD001718,1,boleto,2,626.28
ORD001719,1,credit_card,1,1161.81
ORD001720,1,boleto,10,566.04
ORD001721,1,credit_card,1,128.69
ORD001722,1,boleto,1,661.02
ORD001723,1,credit_card,1,193.33
ORD001724,1,credit_card,10,1271.38
ORD001725,1,voucher,2,817.37
ORD001726,1,credit_card,1,532.54
ORD001727,1,credit_card,1,468.7
ORD001728,1,credit_card,10,729.97
ORD001729,1,boleto,6,693.23
ORD001730,1,credit_card,1,332.9
ORD001731,1,credit_card,10,928.36
ORD001732,1,boleto,1,625.12
ORD001733,1,credit_card,1,119.42
ORD001733,2,boleto,10,178.95
ORD001734,1,credit_card,2,1041.22
ORD001735,1,credit_card,3,792.37
ORD001736,1,credit_card,2,97.48
ORD001737,1,voucher,1,459.06
ORD001738,1,credit_card,10,1810.14
ORD001739,1,credit_card,6,198.68
ORD001739,2,voucher,1,224.46
ORD001740,1,credit_card,1,855.48
ORD001741,1,boleto,6,804.16
ORD001742,1,boleto,1,527.63
ORD001743,1,credit_card,10,424.74
ORD001744,1,credit_card,3,107.56
ORD001745,1,boleto,1,62.55
ORD001746,1,credit_card,1,744.78
ORD001747,1,credit_card,1,394.46
ORD001747,2,credit_card,1,345.55
ORD001748,1,voucher,6,555.21
ORD001749,1,credit_card,1,815.63
ORD001750,1,boleto,1,307.32
ORD001750,2,credit_card,10,316.05
ORD001751,1,credit_card,10,84.41
ORD001751,2,debit_card,1,104.98
ORD001752,1,credit_card,3,171.05
ORD001752,2,credit_card,10,82.94
ORD001753,1,boleto,1,57.35
ORD001753,2,boleto,2,78.98
ORD001754,1,boleto,2,293.51
ORD001755,1,credit_card,6,1321.76
ORD001756,1,credit_card,1,1356.57
ORD001757,1,debit_card,1,682.15
ORD001758,1,credit_card,10,902.95
ORD001759,1,boleto,1,183.53
ORD001760,1,credit_card,2,319.08
ORD001760,2,credit_card,1,633.26
ORD001761,1,boleto,3,872.18
ORD001762,1,boleto,10,887.2
ORD001763,1,credit_card,6,844.47
ORD001764,1,boleto,1,675.51
ORD001765,1,boleto,1,1623.61
ORD001766,1,voucher,3,147.25
ORD001767,1,credit_card,6,319.04
ORD001767,2,boleto,1,459.33
ORD001768,1,credit_card,1,399.42
ORD001769,1,credit_card,1,574.15
ORD001770,1,credit_card,3,164.85
ORD001771,1,debit_card,2,932.84
ORD001772,1,boleto,1,155.51
ORD001772,2,boleto,2,132.77
ORD001773,1,boleto,1,678.8
ORD001774,1,credit_card,1,927.51
ORD001775,1,boleto,3,426.91
ORD001776,1,credit_card,10,867.49
ORD001777,1,credit_card,10,60.08
ORD001777,2,credit_card,3,30.72
ORD001778,1,credit_card,1,279.02
ORD001779,1,credit_card,3,687.0
ORD001780,1,boleto,1,850.52
ORD001781,1,boleto,2,785.79
ORD001782,1,boleto,1,377.24
ORD001782,2,boleto,10,576.23
ORD001783,1,credit_card,1,368.39
ORD001783,2,credit_card,3,438.76
ORD001784,1,credit_card,10,673.21
ORD001785,1,debit_card,10,649.87
ORD001786,1,credit_card,3,282.32
ORD001786,2,boleto,1,485.84
ORD001787,1,boleto,10,663.76
ORD001788,1,voucher,2,328.57
ORD001789,1,credit_card,3,864.81
ORD001790,1,credit_card,6,646.05
ORD001791,1,credit_card,1,1108.54
ORD001792,1,credit_card,2,550.67
ORD001793,1,credit_card,6,82.31
ORD001794,1,credit_card,3,710.26
ORD001795,1,credit_card,1,490.33
ORD001796,1,debit_card,1,427.02
ORD001797,1,debit_card,6,913.08
ORD001798,1,credit_card,6,303.87
ORD001799,1,credit_card,1,941.0
ORD001800,1,credit_card,6,959.48
ORD001801,1,voucher,6,733.85
ORD001802,1,credit_card,1,2080.86
ORD001803,1,boleto,10,805.25
ORD001804,1,debit_card,6,2033.44
ORD001805,1,credit_card,1,662.3
ORD001806,1,boleto,1,474.65
ORD001807,1,credit_card,1,396.33
ORD001808,1,boleto,1,2037.52
ORD001809,1,boleto,1,340.19
ORD001810,1,credit_card,10,339.36
ORD001811,1,credit_card,3,427.53
ORD001811,2,credit_card,1,501.73
ORD001812,1,voucher,1,119.33
ORD001813,1,boleto,6,604.01
ORD001814,1,credit_card,1,407.44
ORD001815,1,boleto,1,1335.2
ORD001816,1,credit_card,10,1725.88
ORD001816,2,credit_card,2,800.29
ORD001817,1,credit_card,3,398.8
ORD001817,2,boleto,1,364.47
ORD001818,1,credit_card,1,2234.94
ORD001819,1,boleto,10,595.49
ORD001819,2,credit_card,2,288.62
ORD001820,1,credit_card,1,693.05
ORD001821,1,boleto,2,434.04
ORD001822,1,credit_card,1,2085.89
ORD001823,1,credit_card,3,111.81
ORD001824,1,boleto,2,252.59
ORD001825,1,credit_card,1,844.63
ORD001826,1,credit_card,6,1287.19
ORD001827,1,credit_card,1,898.16
ORD001828,1,boleto,1,585.03
ORD001829,1,credit_card,3,688.08
ORD001830,1,debit_card,10,304.97
ORD001831,1,boleto,2,1075.89
ORD001832,1,debit_card,1,828.1
ORD001833,1,boleto,10,1046.46
ORD001834,1,credit_card,2,725.94
ORD001835,1,credit_card,1,462.0
ORD001836,1,boleto,1,304.74
ORD001837,1,debit_card,1,66.09
ORD001838,1,credit_card,10,502.46
ORD001839,1,debit_card,1,891.34
ORD001840,1,credit_card,2,867.05
ORD001841,1,credit_card,3,1766.69
ORD001842,1,credit_card,3,663.57
ORD001842,2,voucher,6,742.71
ORD001843,1,credit_card,2,653.31
ORD001843,2,credit_card,6,1000.35
ORD001844,1,debit_card,10,361.88
ORD001845,1,credit_card,6,856.45
ORD001846,1,credit_card,1,162.17
ORD001847,1,credit_card,1,746.89
ORD001848,1,credit_card,10,713.92
ORD001849,1,credit_card,1,861.68
ORD001850,1,boleto,3,104.77
ORD001851,1,credit_card,6,486.52
ORD001852,1,credit_card,3,1386.28
ORD001853,1,credit_card,1,927.67
ORD001854,1,boleto,1,1227.55
ORD001855,1,debit_card,1,461.26
ORD001856,1,credit_card,1,1649.92
ORD001857,1,debit_card,1,1272.16
ORD001858,1,credit_card,10,1583.51
ORD001859,1,credit_card,2,186.56
ORD001860,1,boleto,10,266.71
ORD001861,1,credit_card,1,414.57
ORD001862,1,boleto,6,1327.77
ORD001863,1,debit_card,1,904.64
ORD001864,1,credit_card,1,1981.96
ORD001865,1,credit_card,3,2016.94
ORD001866,1,boleto,2,895.58
ORD001867,1,credit_card,2,660.0
ORD001868,1,credit_card,1,1324.95
ORD001869,1,credit_card,2,582.3
ORD001870,1,credit_card,2,812.18
ORD001871,1,credit_card,3,456.97
ORD001872,1,credit_card,3,329.03
ORD001873,1,boleto,3,609.84
ORD001874,1,debit_card,1,1813.58
ORD001875,1,credit_card,10,775.56
ORD001876,1,debit_card,1,1760.12
ORD001877,1,credit_card,3,2676.6
ORD001878,1,debit_card,1,891.2
ORD001879,1,debit_card,1,1215.82
ORD001880,1,credit_card,3,1292.4
ORD001881,1,credit_card,3,883.12
ORD001881,2,boleto,1,1358.96
ORD001882,1,boleto,3,347.44
ORD001883,1,boleto,1,698.47
ORD001884,1,credit_card,3,920.05
ORD001885,1,credit_card,3,641.4
ORD001886,1,credit_card,1,240.48
ORD001887,1,debit_card,6,343.17
ORD001888,1,credit_card,6,1279.46
ORD001889,1,credit_card,1,274.16
ORD001890,1,debit_card,6,1942.11
ORD001891,1,boleto,3,278.39
ORD001891,2,boleto,1,167.9
ORD001892,1,debit_card,3,117.56
ORD001893,1,credit_card,2,274.7
ORD001894,1,credit_card,2,262.33
ORD001895,1,boleto,1,936.76
ORD001896,1,debit_card,3,770.0
ORD001897,1,boleto,6,603.79
ORD001898,1,credit_card,1,573.96
ORD001899,1,credit_card,1,103.55
ORD001900,1,credit_card,2,492.11
ORD001900,2,credit_card,1,403.24
ORD001901,1,credit_card,6,2581.66
ORD001902,1,credit_card,6,303.6
ORD001903,1,credit_card,1,315.44
ORD001903,2,boleto,1,249.57
ORD001904,1,boleto,3,504.64
ORD001904,2,credit_card,2,397.11
ORD001905,1,credit_card,1,837.55
ORD001906,1,credit_card,6,553.25
ORD001906,2,credit_card,3,237.86
ORD001907,1,credit_card,1,577.44
