movement_id,material_id,warehouse_id,movement_type,quantity,movement_date,reference_document
MOV000634,MAT00236,WH07,GR_101_Goods_Receipt,279,2023-08-29,GR000634
MOV000635,MAT00166,WH01,GR_101_Goods_Receipt,333,2024-12-13,GR000635
MOV000636,MAT00354,WH07,GR_101_Goods_Receipt,60,2024-12-09,GR000636
MOV000637,MAT00246,WH05,GR_101_Goods_Receipt,19,2023-09-26,GR000637
MOV000638,MAT00189,WH06,GR_101_Goods_Receipt,77,2023-09-17,GR000638
MOV000639,MAT00162,WH07,GR_101_Goods_Receipt,24,2023-05-13,GR000639
MOV000640,MAT00001,WH01,GR_101_Goods_Receipt,105,2023-05-18,GR000640
MOV000641,MAT00322,WH02,GR_101_Goods_Receipt,405,2023-05-11,GR000641
MOV000642,MAT00187,WH07,GR_101_Goods_Receipt,308,2023-10-14,GR000642
MOV000643,MAT00262,WH05,GR_101_Goods_Receipt,277,2024-11-09,GR000643
MOV000644,MAT00135,WH04,GR_101_Goods_Receipt,91,2023-12-27,GR000644
MOV000645,MAT00352,WH01,GR_101_Goods_Receipt,120,2023-12-10,GR000645
MOV000646,MAT00011,WH03,GR_101_Goods_Receipt,399,2023-05-06,GR000646
MOV000647,MAT00387,WH07,GR_101_Goods_Receipt,444,2023-04-29,GR000647
MOV000648,MAT00357,WH04,GR_101_Goods_Receipt,241,2023-05-12,GR000648
MOV000649,MAT00350,WH03,GR_101_Goods_Receipt,361,2023-04-04,GR000649
MOV000650,MAT00005,WH08,GR_101_Goods_Receipt,30,2024-05-09,GR000650
MOV000651,MAT00392,WH03,GR_101_Goods_Receipt,97,2024-05-10,GR000651
MOV000652,MAT00397,WH06,GR_101_Goods_Receipt,71,2024-05-10,GR000652
MOV000653,MAT00198,WH02,GR_101_Goods_Receipt,231,2024-07-03,GR000653
MOV000654,MAT00195,WH04,GR_101_Goods_Receipt,122,2024-07-04,GR000654
MOV000655,MAT00222,WH07,GR_101_Goods_Receipt,43,2024-07-12,GR000655
MOV000656,MAT00293,WH06,GR_101_Goods_Receipt,82,2023-08-09,GR000656
MOV000657,MAT00181,WH01,GR_101_Goods_Receipt,20,2023-07-25,GR000657
MOV000658,MAT00074,WH01,GR_101_Goods_Receipt,308,2024-09-12,GR000658
MOV000659,MAT00240,WH03,GR_101_Goods_Receipt,429,2024-09-27,GR000659
MOV000660,MAT00233,WH05,GR_101_Goods_Receipt,98,2023-06-17,GR000660
MOV000661,MAT00273,WH08,GR_101_Goods_Receipt,244,2024-11-28,GR000661
MOV000662,MAT00384,WH03,GR_101_Goods_Receipt,67,2024-12-01,GR000662
MOV000663,MAT00202,WH06,GR_101_Goods_Receipt,53,2024-03-04,GR000663
MOV000664,MAT00203,WH08,GR_101_Goods_Receipt,79,2024-03-09,GR000664
MOV000665,MAT00248,WH06,GR_101_Goods_Receipt,423,2024-03-08,GR000665
MOV000666,MAT00012,WH02,GR_101_Goods_Receipt,168,2024-03-01,GR000666
MOV000667,MAT00149,WH02,GR_101_Goods_Receipt,231,2024-03-01,GR000667
MOV000668,MAT00030,WH03,GR_101_Goods_Receipt,85,2023-01-20,GR000668
MOV000669,MAT00368,WH08,GR_101_Goods_Receipt,165,2023-01-16,GR000669
MOV000670,MAT00282,WH08,GR_101_Goods_Receipt,30,2023-02-01,GR000670
MOV000671,MAT00069,WH07,GR_101_Goods_Receipt,137,2023-03-02,GR000671
MOV000672,MAT00171,WH03,GR_101_Goods_Receipt,472,2023-02-17,GR000672
MOV000673,MAT00329,WH03,GR_101_Goods_Receipt,421,2024-08-28,GR000673
MOV000674,MAT00106,WH05,GR_101_Goods_Receipt,223,2024-08-14,GR000674
MOV000675,MAT00181,WH07,GR_101_Goods_Receipt,374,2023-12-06,GR000675
MOV000676,MAT00025,WH02,GR_101_Goods_Receipt,220,2023-12-12,GR000676
MOV000677,MAT00390,WH03,GR_101_Goods_Receipt,396,2023-12-03,GR000677
MOV000678,MAT00202,WH07,GR_101_Goods_Receipt,459,2024-10-27,GR000678
MOV000679,MAT00366,WH01,GR_101_Goods_Receipt,353,2024-10-30,GR000679
MOV000680,MAT00235,WH02,GR_101_Goods_Receipt,53,2024-10-24,GR000680
MOV000681,MAT00180,WH04,GR_101_Goods_Receipt,179,2023-11-02,GR000681
MOV000682,MAT00353,WH04,GR_101_Goods_Receipt,274,2023-11-23,GR000682
MOV000683,MAT00112,WH01,GR_101_Goods_Receipt,468,2023-11-05,GR000683
MOV000684,MAT00185,WH02,GR_101_Goods_Receipt,68,2024-05-20,GR000684
MOV000685,MAT00399,WH02,GR_101_Goods_Receipt,22,2023-09-30,GR000685
MOV000686,MAT00289,WH08,GR_101_Goods_Receipt,163,2023-09-23,GR000686
MOV000687,MAT00166,WH03,GR_101_Goods_Receipt,84,2024-11-15,GR000687
MOV000688,MAT00105,WH08,GR_101_Goods_Receipt,271,2024-11-29,GR000688
MOV000689,MAT00006,WH07,GR_101_Goods_Receipt,311,2023-11-22,GR000689
MOV000690,MAT00003,WH07,GR_101_Goods_Receipt,105,2024-12-24,GR000690
MOV000691,MAT00277,WH01,GR_101_Goods_Receipt,10,2024-12-24,GR000691
MOV000692,MAT00004,WH03,GR_101_Goods_Receipt,97,2023-10-23,GR000692
MOV000693,MAT00363,WH06,GR_101_Goods_Receipt,187,2023-11-04,GR000693
MOV000694,MAT00387,WH02,GR_101_Goods_Receipt,209,2023-11-01,GR000694
MOV000695,MAT00150,WH04,GR_101_Goods_Receipt,156,2023-10-17,GR000695
MOV000696,MAT00221,WH04,GR_101_Goods_Receipt,54,2023-10-11,GR000696
MOV000697,MAT00378,WH02,GR_101_Goods_Receipt,27,2023-09-24,GR000697
MOV000698,MAT00383,WH04,GR_101_Goods_Receipt,500,2024-01-12,GR000698
MOV000699,MAT00042,WH06,GR_101_Goods_Receipt,436,2024-01-06,GR000699
MOV000700,MAT00245,WH07,GR_101_Goods_Receipt,326,2023-12-27,GR000700
MOV000701,MAT00131,WH02,GR_101_Goods_Receipt,301,2024-11-03,GR000701
MOV000702,MAT00324,WH05,GR_101_Goods_Receipt,317,2023-05-08,GR000702
MOV000703,MAT00343,WH05,GR_101_Goods_Receipt,456,2024-02-19,GR000703
MOV000704,MAT00085,WH01,GR_101_Goods_Receipt,367,2024-03-09,GR000704
MOV000705,MAT00102,WH01,GR_101_Goods_Receipt,26,2024-02-28,GR000705
MOV000706,MAT00118,WH04,GR_101_Goods_Receipt,81,2024-03-12,GR000706
MOV000707,MAT00028,WH01,GR_101_Goods_Receipt,20,2024-05-12,GR000707
MOV000708,MAT00320,WH03,GR_101_Goods_Receipt,402,2024-07-31,GR000708
MOV000709,MAT00076,WH04,GR_101_Goods_Receipt,69,2024-08-14,GR000709
MOV000710,MAT00088,WH07,GR_101_Goods_Receipt,131,2024-01-11,GR000710
MOV000711,MAT00124,WH03,GR_101_Goods_Receipt,457,2024-07-09,GR000711
MOV000712,MAT00342,WH03,GR_101_Goods_Receipt,170,2024-04-21,GR000712
MOV000713,MAT00340,WH08,GR_101_Goods_Receipt,72,2024-09-20,GR000713
MOV000714,MAT00258,WH05,GR_101_Goods_Receipt,371,2024-10-01,GR000714
MOV000715,MAT00040,WH05,GR_101_Goods_Receipt,492,2024-10-05,GR000715
MOV000716,MAT00388,WH05,GR_101_Goods_Receipt,63,2023-12-14,GR000716
MOV000717,MAT00336,WH05,GR_101_Goods_Receipt,50,2023-12-03,GR000717
MOV000718,MAT00039,WH01,GR_101_Goods_Receipt,389,2023-12-02,GR000718
MOV000719,MAT00058,WH01,GR_101_Goods_Receipt,401,2023-09-09,GR000719
MOV000720,MAT00084,WH01,GR_101_Goods_Receipt,148,2023-09-15,GR000720
MOV000721,MAT00215,WH07,GR_101_Goods_Receipt,152,2023-09-15,GR000721
MOV000722,MAT00324,WH05,GR_101_Goods_Receipt,115,2024-02-24,GR000722
MOV000723,MAT00012,WH04,GR_101_Goods_Receipt,489,2023-02-28,GR000723
MOV000724,MAT00220,WH07,GR_101_Goods_Receipt,397,2023-03-05,GR000724
MOV000725,MAT00283,WH07,GR_101_Goods_Receipt,170,2023-03-29,GR000725
MOV000726,MAT00226,WH08,GR_101_Goods_Receipt,138,2023-04-01,GR000726
MOV000727,MAT00269,WH05,GR_101_Goods_Receipt,330,2023-03-14,GR000727
MOV000728,MAT00142,WH02,GR_101_Goods_Receipt,184,2024-10-24,GR000728
MOV000729,MAT00302,WH03,GR_101_Goods_Receipt,142,2024-04-06,GR000729
MOV000730,MAT00141,WH01,GR_101_Goods_Receipt,456,2024-04-02,GR000730
MOV000731,MAT00210,WH01,GR_101_Goods_Receipt,306,2023-07-31,GR000731
MOV000732,MAT00043,WH06,GR_101_Goods_Receipt,497,2023-07-21,GR000732
MOV000733,MAT00103,WH02,GR_101_Goods_Receipt,130,2024-07-17,GR000733
MOV000734,MAT00078,WH07,GR_101_Goods_Receipt,271,2024-07-20,GR000734
MOV000735,MAT00351,WH06,GR_101_Goods_Receipt,46,2024-07-21,GR000735
MOV000736,MAT00315,WH01,GR_101_Goods_Receipt,189,2024-10-01,GR000736
MOV000737,MAT00117,WH02,GR_101_Goods_Receipt,78,2024-09-27,GR000737
MOV000738,MAT00147,WH04,GR_101_Goods_Receipt,271,2024-10-15,GR000738
MOV000739,MAT00088,WH07,GR_101_Goods_Receipt,203,2024-09-22,GR000739
MOV000740,MAT00134,WH06,GR_101_Goods_Receipt,438,2024-04-09,GR000740
MOV000741,MAT00349,WH06,GR_101_Goods_Receipt,69,2023-09-16,GR000741
MOV000742,MAT00247,WH08,GR_101_Goods_Receipt,50,2023-09-17,GR000742
MOV000743,MAT00102,WH03,GR_101_Goods_Receipt,319,2023-09-25,GR000743
MOV000744,MAT00124,WH05,GR_101_Goods_Receipt,355,2024-07-15,GR000744
MOV000745,MAT00212,WH03,GR_101_Goods_Receipt,184,2024-07-14,GR000745
MOV000746,MAT00123,WH02,GR_101_Goods_Receipt,470,2024-09-01,GR000746
MOV000747,MAT00274,WH01,GR_101_Goods_Receipt,374,2024-04-02,GR000747
MOV000748,MAT00052,WH03,GR_101_Goods_Receipt,436,2024-03-31,GR000748
MOV000749,MAT00305,WH03,GR_101_Goods_Receipt,273,2024-03-23,GR000749
MOV000750,MAT00343,WH01,GR_101_Goods_Receipt,374,2024-03-02,GR000750
MOV000751,MAT00197,WH07,GR_101_Goods_Receipt,496,2023-04-07,GR000751
MOV000752,MAT00091,WH02,GR_101_Goods_Receipt,158,2023-04-14,GR000752
MOV000753,MAT00067,WH03,GR_101_Goods_Receipt,165,2023-07-03,GR000753
MOV000754,MAT00203,WH06,GR_101_Goods_Receipt,119,2023-06-21,GR000754
MOV000755,MAT00102,WH05,GR_101_Goods_Receipt,21,2023-06-29,GR000755
MOV000756,MAT00071,WH07,GR_101_Goods_Receipt,498,2023-12-26,GR000756
MOV000757,MAT00201,WH05,GR_101_Goods_Receipt,170,2024-06-29,GR000757
MOV000758,MAT00268,WH05,GR_101_Goods_Receipt,150,2024-06-29,GR000758
MOV000759,MAT00113,WH03,GR_101_Goods_Receipt,320,2024-06-29,GR000759
MOV000760,MAT00365,WH01,GR_101_Goods_Receipt,396,2023-05-04,GR000760
MOV000761,MAT00235,WH05,GR_101_Goods_Receipt,260,2023-04-15,GR000761
MOV000762,MAT00243,WH03,GR_101_Goods_Receipt,492,2023-04-30,GR000762
MOV000763,MAT00114,WH08,GR_101_Goods_Receipt,376,2024-04-20,GR000763
MOV000764,MAT00038,WH05,GR_101_Goods_Receipt,382,2023-04-03,GR000764
MOV000765,MAT00206,WH01,GR_101_Goods_Receipt,354,2024-05-08,GR000765
MOV000766,MAT00191,WH04,GR_101_Goods_Receipt,231,2024-05-08,GR000766
MOV000767,MAT00298,WH04,GR_101_Goods_Receipt,440,2024-05-04,GR000767
MOV000768,MAT00373,WH03,GR_101_Goods_Receipt,354,2023-06-13,GR000768
MOV000769,MAT00305,WH01,GR_101_Goods_Receipt,335,2024-06-14,GR000769
MOV000770,MAT00347,WH08,GR_101_Goods_Receipt,459,2024-05-25,GR000770
MOV000771,MAT00018,WH05,GR_101_Goods_Receipt,288,2024-10-15,GR000771
MOV000772,MAT00350,WH02,GR_101_Goods_Receipt,224,2024-10-25,GR000772
MOV000773,MAT00362,WH08,GR_101_Goods_Receipt,348,2023-07-28,GR000773
MOV000774,MAT00244,WH04,GR_101_Goods_Receipt,440,2023-07-23,GR000774
MOV000775,MAT00052,WH06,GR_101_Goods_Receipt,120,2023-03-01,GR000775
MOV000776,MAT00107,WH07,GR_101_Goods_Receipt,143,2023-02-20,GR000776
MOV000777,MAT00354,WH04,GR_101_Goods_Receipt,214,2023-02-08,GR000777
MOV000778,MAT00372,WH04,GR_101_Goods_Receipt,167,2023-12-27,GR000778
MOV000779,MAT00160,WH07,GR_101_Goods_Receipt,381,2023-06-26,GR000779
MOV000780,MAT00247,WH02,GR_101_Goods_Receipt,39,2023-06-22,GR000780
MOV000781,MAT00375,WH04,GR_101_Goods_Receipt,31,2024-06-12,GR000781
MOV000782,MAT00398,WH03,GR_101_Goods_Receipt,27,2024-06-08,GR000782
MOV000783,MAT00051,WH03,GR_101_Goods_Receipt,26,2023-10-31,GR000783
MOV000784,MAT00122,WH01,GR_101_Goods_Receipt,109,2023-04-25,GR000784
MOV000785,MAT00002,WH08,GR_101_Goods_Receipt,164,2023-04-21,GR000785
MOV000786,MAT00331,WH05,GR_101_Goods_Receipt,123,2024-02-15,GR000786
MOV000787,MAT00372,WH06,GR_101_Goods_Receipt,205,2025-01-12,GR000787
MOV000788,MAT00201,WH08,GR_101_Goods_Receipt,124,2024-07-19,GR000788
MOV000789,MAT00144,WH06,GR_101_Goods_Receipt,199,2024-07-23,GR000789
MOV000790,MAT00063,WH03,GR_101_Goods_Receipt,38,2023-06-08,GR000790
MOV000791,MAT00218,WH08,GR_101_Goods_Receipt,277,2024-03-11,GR000791
MOV000792,MAT00126,WH01,GR_101_Goods_Receipt,139,2024-03-17,GR000792
MOV000793,MAT00057,WH08,GR_101_Goods_Receipt,218,2023-12-10,GR000793
MOV000794,MAT00042,WH08,GR_101_Goods_Receipt,289,2023-12-23,GR000794
MOV000795,MAT00302,WH02,GR_101_Goods_Receipt,372,2023-12-18,GR000795
MOV000796,MAT00186,WH03,GR_101_Goods_Receipt,75,2024-03-21,GR000796
MOV000797,MAT00251,WH08,GR_101_Goods_Receipt,111,2024-03-22,GR000797
MOV000798,MAT00040,WH01,GR_101_Goods_Receipt,259,2023-07-19,GR000798
MOV000799,MAT00160,WH06,GR_101_Goods_Receipt,161,2023-07-10,GR000799
MOV000800,MAT00143,WH03,GR_101_Goods_Receipt,324,2023-07-18,GR000800
MOV000801,MAT00076,WH08,GR_101_Goods_Receipt,421,2023-11-23,GR000801
MOV000802,MAT00214,WH01,GR_101_Goods_Receipt,484,2024-04-30,GR000802
MOV000803,MAT00020,WH01,GR_101_Goods_Receipt,172,2024-04-27,GR000803
MOV000804,MAT00064,WH01,GR_101_Goods_Receipt,365,2023-12-05,GR000804
MOV000805,MAT00151,WH01,GR_101_Goods_Receipt,44,2024-10-25,GR000805
MOV000806,MAT00088,WH05,GR_101_Goods_Receipt,309,2023-08-05,GR000806
MOV000807,MAT00372,WH03,GR_101_Goods_Receipt,297,2023-08-12,GR000807
MOV000808,MAT00397,WH06,GR_101_Goods_Receipt,101,2023-04-27,GR000808
MOV000809,MAT00243,WH08,GR_101_Goods_Receipt,304,2023-05-11,GR000809
MOV000810,MAT00034,WH03,GR_101_Goods_Receipt,120,2023-09-03,GR000810
MOV000811,MAT00029,WH07,GR_101_Goods_Receipt,175,2023-06-27,GR000811
MOV000812,MAT00006,WH07,GR_101_Goods_Receipt,266,2024-11-26,GR000812
MOV000813,MAT00315,WH06,GR_101_Goods_Receipt,406,2024-12-03,GR000813
MOV000814,MAT00096,WH03,GR_101_Goods_Receipt,458,2024-03-23,GR000814
MOV000815,MAT00300,WH06,GR_101_Goods_Receipt,487,2024-03-18,GR000815
MOV000816,MAT00083,WH02,GR_101_Goods_Receipt,279,2024-04-04,GR000816
MOV000817,MAT00044,WH08,GR_101_Goods_Receipt,431,2023-11-07,GR000817
MOV000818,MAT00350,WH01,GR_101_Goods_Receipt,98,2023-11-02,GR000818
MOV000819,MAT00210,WH03,GR_101_Goods_Receipt,199,2023-11-05,GR000819
MOV000820,MAT00244,WH02,GR_101_Goods_Receipt,38,2023-04-24,GR000820
MOV000821,MAT00123,WH03,GR_101_Goods_Receipt,345,2024-07-18,GR000821
MOV000822,MAT00349,WH01,GR_101_Goods_Receipt,274,2024-09-21,GR000822
MOV000823,MAT00219,WH05,GR_101_Goods_Receipt,43,2024-09-22,GR000823
MOV000824,MAT00102,WH03,GR_101_Goods_Receipt,151,2023-04-26,GR000824
MOV000825,MAT00181,WH08,GR_101_Goods_Receipt,169,2024-10-30,GR000825
MOV000826,MAT00221,WH02,GR_101_Goods_Receipt,254,2024-08-12,GR000826
MOV000827,MAT00159,WH06,GR_101_Goods_Receipt,20,2023-08-10,GR000827
MOV000828,MAT00109,WH04,GR_101_Goods_Receipt,245,2023-08-09,GR000828
MOV000829,MAT00243,WH07,GR_101_Goods_Receipt,392,2023-07-19,GR000829
MOV000830,MAT00095,WH05,GR_101_Goods_Receipt,81,2025-01-11,GR000830
MOV000831,MAT00326,WH05,GR_101_Goods_Receipt,462,2025-01-09,GR000831
MOV000832,MAT00097,WH03,GR_101_Goods_Receipt,196,2023-05-03,GR000832
MOV000833,MAT00336,WH04,GR_101_Goods_Receipt,28,2023-04-29,GR000833
MOV000834,MAT00099,WH04,GR_101_Goods_Receipt,369,2023-05-02,GR000834
MOV000835,MAT00023,WH04,GR_101_Goods_Receipt,292,2024-01-16,GR000835
MOV000836,MAT00355,WH03,GR_101_Goods_Receipt,142,2023-12-30,GR000836
MOV000837,MAT00088,WH07,GR_101_Goods_Receipt,253,2024-01-11,GR000837
MOV000838,MAT00182,WH03,GR_101_Goods_Receipt,175,2024-11-30,GR000838
MOV000839,MAT00005,WH03,GR_101_Goods_Receipt,341,2024-03-19,GR000839
MOV000840,MAT00381,WH08,GR_101_Goods_Receipt,249,2024-04-08,GR000840
MOV000841,MAT00359,WH06,GR_101_Goods_Receipt,384,2024-09-13,GR000841
MOV000842,MAT00299,WH02,GR_101_Goods_Receipt,257,2024-09-14,GR000842
MOV000843,MAT00391,WH03,GR_101_Goods_Receipt,498,2024-03-31,GR000843
MOV000844,MAT00232,WH03,GR_101_Goods_Receipt,482,2024-04-01,GR000844
MOV000845,MAT00141,WH08,GR_101_Goods_Receipt,56,2023-06-14,GR000845
MOV000846,MAT00026,WH02,GR_101_Goods_Receipt,347,2024-02-22,GR000846
MOV000847,MAT00179,WH01,GR_101_Goods_Receipt,233,2023-07-23,GR000847
MOV000848,MAT00064,WH08,GR_101_Goods_Receipt,251,2024-05-21,GR000848
MOV000849,MAT00346,WH06,GR_101_Goods_Receipt,371,2024-11-24,GR000849
MOV000850,MAT00138,WH07,GR_101_Goods_Receipt,400,2024-12-04,GR000850
MOV000851,MAT00137,WH04,GR_101_Goods_Receipt,187,2024-10-01,GR000851
MOV000852,MAT00307,WH02,GR_101_Goods_Receipt,198,2024-10-09,GR000852
MOV000853,MAT00017,WH06,GR_101_Goods_Receipt,106,2024-11-06,GR000853
MOV000854,MAT00028,WH05,GR_101_Goods_Receipt,206,2024-11-12,GR000854
MOV000855,MAT00175,WH07,GR_101_Goods_Receipt,27,2024-02-20,GR000855
MOV000856,MAT00129,WH06,GR_101_Goods_Receipt,359,2024-02-09,GR000856
MOV000857,MAT00061,WH06,GR_101_Goods_Receipt,451,2025-01-03,GR000857
MOV000858,MAT00117,WH01,GR_101_Goods_Receipt,75,2024-12-23,GR000858
MOV000859,MAT00016,WH01,GR_101_Goods_Receipt,258,2025-01-01,GR000859
MOV000860,MAT00037,WH08,GR_101_Goods_Receipt,334,2023-12-09,GR000860
MOV000861,MAT00246,WH03,GR_101_Goods_Receipt,374,2023-11-29,GR000861
MOV000862,MAT00234,WH03,GR_101_Goods_Receipt,227,2023-11-24,GR000862
MOV000863,MAT00064,WH07,GR_101_Goods_Receipt,312,2023-02-01,GR000863
MOV000864,MAT00137,WH08,GR_101_Goods_Receipt,34,2023-01-17,GR000864
MOV000865,MAT00054,WH05,GR_101_Goods_Receipt,197,2023-02-03,GR000865
MOV000866,MAT00273,WH05,GR_101_Goods_Receipt,402,2024-04-03,GR000866
MOV000867,MAT00399,WH01,GR_101_Goods_Receipt,192,2024-04-01,GR000867
MOV000868,MAT00305,WH01,GR_101_Goods_Receipt,362,2023-11-09,GR000868
MOV000869,MAT00049,WH07,GR_101_Goods_Receipt,49,2023-10-15,GR000869
MOV000870,MAT00201,WH07,GR_101_Goods_Receipt,496,2024-04-05,GR000870
MOV000871,MAT00249,WH01,GR_101_Goods_Receipt,89,2023-05-25,GR000871
MOV000872,MAT00182,WH05,GR_101_Goods_Receipt,93,2023-05-12,GR000872
MOV000873,MAT00150,WH05,GR_101_Goods_Receipt,225,2023-05-26,GR000873
MOV000874,MAT00226,WH08,GR_101_Goods_Receipt,410,2023-01-17,GR000874
MOV000875,MAT00342,WH02,GR_101_Goods_Receipt,125,2024-09-18,GR000875
MOV000876,MAT00379,WH06,GR_101_Goods_Receipt,257,2024-10-05,GR000876
MOV000877,MAT00364,WH06,GR_101_Goods_Receipt,145,2024-09-29,GR000877
MOV000878,MAT00061,WH05,GR_101_Goods_Receipt,265,2024-04-30,GR000878
MOV000879,MAT00071,WH06,GR_101_Goods_Receipt,216,2024-04-26,GR000879
MOV000880,MAT00011,WH05,GR_101_Goods_Receipt,52,2024-04-23,GR000880
MOV000881,MAT00285,WH07,GR_101_Goods_Receipt,25,2023-12-14,GR000881
MOV000882,MAT00026,WH04,GR_101_Goods_Receipt,222,2023-11-27,GR000882
MOV000883,MAT00129,WH07,GR_101_Goods_Receipt,302,2024-02-23,GR000883
MOV000884,MAT00161,WH07,GR_101_Goods_Receipt,319,2024-01-13,GR000884
MOV000885,MAT00315,WH03,GR_101_Goods_Receipt,59,2024-01-19,GR000885
MOV000886,MAT00067,WH02,GR_101_Goods_Receipt,282,2023-07-31,GR000886
MOV000887,MAT00372,WH03,GR_101_Goods_Receipt,224,2024-02-23,GR000887
MOV000888,MAT00305,WH01,GR_101_Goods_Receipt,322,2024-02-07,GR000888
MOV000889,MAT00057,WH01,GR_101_Goods_Receipt,301,2023-12-27,GR000889
MOV000890,MAT00100,WH03,GR_101_Goods_Receipt,120,2024-09-19,GR000890
MOV000891,MAT00307,WH01,GR_101_Goods_Receipt,95,2024-09-18,GR000891
MOV000892,MAT00282,WH04,GR_101_Goods_Receipt,82,2024-09-29,GR000892
MOV000893,MAT00275,WH07,GR_101_Goods_Receipt,453,2023-02-23,GR000893
MOV000894,MAT00171,WH01,GR_101_Goods_Receipt,500,2023-03-02,GR000894
MOV000895,MAT00023,WH06,GR_101_Goods_Receipt,40,2024-04-11,GR000895
MOV000896,MAT00249,WH07,GR_101_Goods_Receipt,214,2024-04-18,GR000896
MOV000897,MAT00389,WH03,GR_101_Goods_Receipt,413,2024-04-03,GR000897
MOV000898,MAT00195,WH05,GR_101_Goods_Receipt,82,2024-02-11,GR000898
MOV000899,MAT00374,WH08,GR_101_Goods_Receipt,59,2024-02-10,GR000899
MOV000900,MAT00340,WH01,GR_101_Goods_Receipt,116,2023-09-25,GR000900
MOV000901,MAT00266,WH06,GR_101_Goods_Receipt,126,2023-10-01,GR000901
MOV000902,MAT00348,WH05,GR_101_Goods_Receipt,91,2025-01-17,GR000902
MOV000903,MAT00070,WH05,GR_101_Goods_Receipt,89,2025-01-28,GR000903
MOV000904,MAT00377,WH04,GR_101_Goods_Receipt,449,2025-01-25,GR000904
MOV000905,MAT00118,WH08,GR_101_Goods_Receipt,16,2024-09-20,GR000905
MOV000906,MAT00231,WH06,GR_101_Goods_Receipt,326,2024-09-06,GR000906
MOV000907,MAT00136,WH08,GR_101_Goods_Receipt,277,2024-09-10,GR000907
MOV000908,MAT00343,WH05,GR_101_Goods_Receipt,17,2023-07-07,GR000908
MOV000909,MAT00289,WH04,GR_101_Goods_Receipt,115,2023-07-12,GR000909
MOV000910,MAT00023,WH04,GR_101_Goods_Receipt,477,2024-01-07,GR000910
MOV000911,MAT00009,WH06,GR_101_Goods_Receipt,196,2024-01-18,GR000911
MOV000912,MAT00056,WH01,GR_101_Goods_Receipt,269,2024-01-23,GR000912
MOV000913,MAT00382,WH04,GR_101_Goods_Receipt,135,2024-05-01,GR000913
MOV000914,MAT00075,WH02,GR_101_Goods_Receipt,30,2024-12-22,GR000914
MOV000915,MAT00259,WH04,GR_101_Goods_Receipt,473,2023-08-04,GR000915
MOV000916,MAT00194,WH02,GR_101_Goods_Receipt,254,2023-09-15,GR000916
MOV000917,MAT00333,WH04,GR_101_Goods_Receipt,110,2023-09-13,GR000917
MOV000918,MAT00252,WH05,GR_101_Goods_Receipt,61,2023-09-05,GR000918
MOV000919,MAT00247,WH06,GR_101_Goods_Receipt,82,2024-10-16,GR000919
MOV000920,MAT00277,WH06,GR_101_Goods_Receipt,497,2024-06-17,GR000920
MOV000921,MAT00069,WH02,GR_101_Goods_Receipt,150,2024-06-27,GR000921
MOV000922,MAT00030,WH03,GR_101_Goods_Receipt,467,2023-07-27,GR000922
MOV000923,MAT00008,WH08,GR_101_Goods_Receipt,43,2023-08-01,GR000923
MOV000924,MAT00109,WH04,GR_101_Goods_Receipt,431,2024-01-16,GR000924
MOV000925,MAT00324,WH02,GR_101_Goods_Receipt,167,2024-01-04,GR000925
MOV000926,MAT00034,WH06,GR_101_Goods_Receipt,360,2024-01-11,GR000926
MOV000927,MAT00119,WH06,GR_101_Goods_Receipt,412,2023-06-21,GR000927
MOV000928,MAT00267,WH05,GR_101_Goods_Receipt,499,2023-07-03,GR000928
MOV000929,MAT00303,WH03,GI_261_Goods_Issue_Production,-43,2023-04-10 00:00:00,PRO000334
MOV000930,MAT00373,WH07,GI_261_Goods_Issue_Production,-188,2023-02-03 00:00:00,PRO000463
MOV000931,MAT00394,WH03,GI_261_Goods_Issue_Production,-195,2024-09-09 00:00:00,PRO000108
MOV000932,MAT00253,WH08,GI_261_Goods_Issue_Production,-25,2023-01-31 00:00:00,PRO000406
MOV000933,MAT00016,WH07,GI_261_Goods_Issue_Production,-50,2024-09-22 00:00:00,PRO000361
MOV000934,MAT00302,WH07,GI_261_Goods_Issue_Production,-36,2023-02-12 00:00:00,PRO000101
MOV000935,MAT00141,WH06,GI_261_Goods_Issue_Production,-116,2024-08-16 00:00:00,PRO000275
MOV000936,MAT00146,WH05,GI_261_Goods_Issue_Production,-161,2024-11-30 00:00:00,PRO000491
MOV000937,MAT00216,WH04,GI_261_Goods_Issue_Production,-133,2024-07-28 00:00:00,PRO000071
MOV000938,MAT00091,WH01,GI_261_Goods_Issue_Production,-155,2024-06-14 00:00:00,PRO000158
MOV000939,MAT00299,WH04,GI_261_Goods_Issue_Production,-183,2024-01-08 00:00:00,PRO000411
MOV000940,MAT00013,WH03,GI_261_Goods_Issue_Production,-122,2023-10-30 00:00:00,PRO000032
MOV000941,MAT00002,WH04,GI_261_Goods_Issue_Production,-56,2024-08-14 00:00:00,PRO000202
MOV000942,MAT00057,WH04,GI_261_Goods_Issue_Production,-166,2023-02-02 00:00:00,PRO000253
MOV000943,MAT00079,WH05,GI_261_Goods_Issue_Production,-107,2024-03-26 00:00:00,PRO000097
MOV000944,MAT00256,WH03,GI_261_Goods_Issue_Production,-101,2024-01-03 00:00:00,PRO000445
MOV000945,MAT00339,WH01,GI_261_Goods_Issue_Production,-166,2024-01-04 00:00:00,PRO000272
MOV000946,MAT00213,WH03,GI_261_Goods_Issue_Production,-17,2024-08-14 00:00:00,PRO000341
